,x,y,"('MACCS', 'bac')","('MACCS', 'bac_gtc')","('MACCS', 'bac_murcko')","('MACCS', 'bac_murcko_generic')","('KR', 'bac')","('KR', 'bac_gtc')","('KR', 'bac_murcko')","('KR', 'bac_murcko_generic')","('MolPrint2D', 'bac')","('MolPrint2D', 'bac_gtc')","('MolPrint2D', 'bac_murcko')","('MolPrint2D', 'bac_murcko_generic')","('EState', 'bac')","('EState', 'bac_gtc')","('EState', 'bac_murcko')","('EState', 'bac_murcko_generic')","('AllSMILESNgram', 'bac')","('AllSMILESNgram', 'bac_gtc')","('AllSMILESNgram', 'bac_murcko')","('AllSMILESNgram', 'bac_murcko_generic')","('ShortestPathCycles', 'bac')","('ShortestPathCycles', 'bac_gtc')","('ShortestPathCycles', 'bac_murcko')","('ShortestPathCycles', 'bac_murcko_generic')"
CHEMBL183423,12.9407514497,8.73406415496,4,0,4,4,4,4,4,4,3,4,4,1,4,0,4,4,4,4,4,1,2,4,4,0
CHEMBL1834234,-6.51280594584,-8.54088898697,4,1,4,4,4,4,4,4,2,4,4,4,2,3,2,3,4,4,4,4,4,4,4,4
CHEMBL1834252,-14.5721559855,16.7663886825,3,3,1,2,1,0,0,1,1,3,1,1,1,2,0,0,1,2,2,1,2,1,0,1
CHEMBL1834255,-14.5070345295,16.7429716826,1,0,1,2,1,2,0,1,1,3,1,1,1,2,0,0,1,2,2,1,2,1,0,1
CHEMBL1834256,-14.5152388165,16.7521417584,3,3,1,2,1,0,0,1,1,3,1,1,1,2,0,0,1,2,2,1,2,1,0,1
CHEMBL1834257,-14.5103318098,16.7436873395,3,3,1,2,1,0,0,1,1,3,1,1,1,2,0,0,1,2,2,1,2,1,0,1
CHEMBL1834258,-14.4757876054,16.7329736172,1,0,1,2,1,2,0,1,1,3,1,1,1,2,0,0,1,2,2,1,2,1,0,1
CHEMBL1834259,-14.4740982635,16.7391013105,3,3,1,2,1,0,0,1,1,3,1,1,1,2,0,0,1,2,2,1,2,1,0,1
CHEMBL1834260,-14.4719757376,16.732161744,3,3,1,2,1,2,0,1,1,3,1,1,1,2,0,0,1,2,2,1,2,1,0,1
CHEMBL1834261,-14.4680967593,16.7324139636,3,3,1,2,1,2,0,1,1,3,1,1,1,2,0,0,1,2,2,1,2,1,0,1
CHEMBL183460,5.9532971231,20.3009727813,0,3,0,1,0,2,2,4,3,3,2,3,0,3,2,3,2,1,3,3,2,2,2,4
CHEMBL183776,3.65026104431,17.9650715162,0,3,2,3,1,0,0,1,2,0,2,2,4,2,3,1,1,0,2,1,1,0,1,2
CHEMBL183871,7.91332328264,-11.0514993182,1,3,2,0,1,0,1,2,0,0,0,1,2,4,1,2,0,0,0,0,0,0,0,2
CHEMBL184049,-18.3904398806,-10.4515943297,3,3,1,2,2,2,3,3,1,3,1,3,3,1,0,0,3,2,1,1,3,2,3,1
CHEMBL184050,-18.6291688412,-10.2914492712,3,3,1,2,2,3,3,3,1,3,1,3,3,1,0,0,3,2,1,1,3,2,3,1
CHEMBL184073,-4.96216839625,4.26107255224,0,3,2,1,2,2,3,2,3,3,1,1,3,1,0,0,4,1,3,2,2,2,2,1
CHEMBL184383,9.83887122491,-8.17088138088,1,3,0,0,1,0,1,2,0,0,0,1,2,4,2,2,0,0,0,0,0,0,0,2
CHEMBL184388,13.5893465035,-0.00121970356944,1,0,2,0,3,1,3,3,3,3,3,2,2,1,1,2,1,2,2,2,4,4,4,3
CHEMBL184551,13.6040591909,0.0114240332135,1,0,2,0,3,1,3,3,3,3,3,2,2,3,1,2,1,2,2,2,4,4,4,3
CHEMBL184724,-5.12861674175,4.22177673122,3,3,1,2,2,2,3,0,3,3,1,1,3,1,0,0,4,1,3,2,2,2,2,1
CHEMBL184770,3.56149507989,18.0785573424,2,0,2,3,3,0,0,1,2,0,2,2,4,2,3,1,1,0,2,1,1,0,1,2
CHEMBL184789,12.9405550723,8.75274295431,4,0,4,4,4,4,4,4,3,4,4,1,4,0,4,4,4,4,4,1,2,4,4,0
CHEMBL184993,12.0409939485,-11.8012204441,0,3,2,0,1,0,1,2,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,2
CHEMBL185156,13.6260624874,-0.00732066750903,1,0,2,0,3,1,3,3,3,3,3,2,2,3,1,2,1,2,2,2,4,4,4,3
CHEMBL185271,4.08387983976,7.09707469451,4,0,4,4,4,4,4,4,4,4,4,4,0,3,1,2,1,4,4,4,2,4,4,4
CHEMBL185436,2.88134926591,18.1913952683,2,3,3,3,3,2,0,2,2,0,2,2,4,2,4,4,1,0,2,1,1,0,1,2
CHEMBL185875,-5.19594068808,4.25210037666,3,3,1,2,2,2,3,0,3,3,1,1,3,1,0,0,4,1,3,2,2,2,2,1
CHEMBL186558,13.7700111431,-1.59616102114,1,0,2,0,3,1,3,3,3,3,3,2,2,1,2,2,1,2,2,2,4,4,4,3
CHEMBL186720,-5.27158481478,4.2871931689,3,2,1,2,2,2,3,0,3,3,1,1,3,1,0,0,4,1,3,1,2,2,2,1
CHEMBL187113,13.814600625,-1.44796887932,1,0,2,0,3,1,3,3,3,3,3,2,2,1,2,2,1,2,2,2,4,4,4,3
CHEMBL187122,13.6137777254,-0.247925261625,1,0,2,0,3,1,3,3,3,3,3,2,2,1,2,2,1,2,2,2,4,4,4,3
CHEMBL187236,13.6084845724,-0.489904320698,1,0,2,0,3,1,3,3,3,3,3,2,2,1,2,2,1,2,2,2,4,4,4,3
CHEMBL187367,-4.9491122211,4.25814161821,3,3,1,2,2,2,3,0,3,3,1,1,3,1,0,0,4,1,3,2,2,2,2,1
CHEMBL187420,-4.69763935105,4.24198018895,2,0,3,2,0,2,2,0,3,3,1,1,1,2,3,0,4,2,3,2,3,4,4,1
CHEMBL187804,13.609238512,0.00223303187691,1,0,2,0,3,1,3,3,3,3,3,2,2,1,1,2,1,2,2,2,4,4,4,3
CHEMBL19068,-19.1046020463,-7.20894857451,4,2,1,2,2,3,4,3,1,2,1,0,4,1,0,0,3,2,1,1,3,2,2,0
CHEMBL1909065,20.4474655852,19.647859094,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CHEMBL1909072,3.59369657504,1.31126427316,1,0,2,0,4,1,1,1,4,4,2,0,2,1,2,0,2,3,1,1,3,4,3,3
CHEMBL1916548,17.0776048032,-5.97152870398,0,3,0,2,1,1,1,2,0,4,2,2,0,3,2,3,0,4,2,3,0,1,1,3
CHEMBL1916549,17.0529140854,-6.03807151265,0,0,0,2,1,1,1,2,0,4,2,2,0,3,2,3,0,4,2,3,0,1,1,3
CHEMBL1916550,17.0522962603,-6.09741746634,0,0,0,2,1,0,1,2,0,1,2,2,0,3,2,3,0,1,2,3,0,0,1,3
CHEMBL1916551,17.051278809,-6.04014478636,0,0,0,2,1,1,1,2,0,4,2,2,0,3,2,3,0,4,2,3,0,1,1,3
CHEMBL1916552,17.0516253153,-6.09707440179,0,3,0,2,1,0,1,2,0,1,2,2,0,3,2,3,0,1,2,3,0,0,1,3
CHEMBL1916720,17.0635271571,-6.04506590071,0,3,0,2,1,1,1,2,0,4,2,2,0,3,2,3,0,4,2,3,0,1,1,3
CHEMBL191795,25.4176466777,3.37159706493,2,0,2,0,1,1,1,2,0,0,2,1,2,4,2,2,0,4,0,0,0,0,1,2
CHEMBL191855,25.6947387112,3.22916037085,1,3,2,0,1,0,1,2,0,0,2,1,2,4,2,2,0,4,0,0,0,0,1,2
CHEMBL192099,9.03468351943,11.6693445439,1,3,0,0,3,1,1,3,2,1,1,3,2,2,2,3,1,0,0,3,0,0,0,0
CHEMBL19215,-10.5307959854,9.95968435364,4,3,3,4,0,1,3,3,3,2,3,4,0,3,1,2,3,4,4,4,3,3,3,4
CHEMBL1923292,3.8982185328,14.124217442,1,3,2,1,1,0,0,1,2,1,0,1,3,4,0,0,1,1,2,1,1,2,1,1
CHEMBL1923293,3.99855767536,14.0662292911,0,3,2,1,1,0,0,1,2,1,0,1,3,1,0,0,1,1,2,1,1,2,1,1
CHEMBL1923415,3.93485692334,14.1224795657,1,3,2,1,1,0,0,1,2,1,0,1,3,4,0,0,1,1,2,1,1,2,1,1
CHEMBL1923416,3.92243697315,14.131794004,1,3,2,1,1,0,0,1,2,1,0,1,1,4,0,0,1,1,2,1,1,2,1,1
CHEMBL1926700,16.1281007,-7.80801120322,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,0,2
CHEMBL1928119,16.6860006518,-9.82720490858,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928120,16.6546994243,-9.90949685166,0,3,0,0,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928121,16.6629782059,-9.89951833629,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928122,16.6149731482,-10.0111203886,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928123,17.2942863595,-9.16470635511,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928124,17.3006233585,-9.22926251061,0,3,0,0,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928125,17.2822250704,-9.20000815112,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928126,17.2779803987,-9.28103583774,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928127,17.2822638719,-9.19991359622,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928128,17.2779833322,-9.28103751731,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928129,17.282458854,-9.19969131522,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928130,17.2779834773,-9.28103748107,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928131,17.2822059086,-9.20005858926,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928132,17.2779834375,-9.28103744576,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928133,16.1496655982,-7.79667930134,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,0,2
CHEMBL1928134,16.1456088233,-7.80439099161,0,0,0,0,1,0,1,2,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,2
CHEMBL1928135,16.3738598141,-7.91178298674,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,0,2
CHEMBL1928136,16.3695711875,-7.91687912368,0,0,0,0,1,0,1,2,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,2
CHEMBL1928137,16.121819177,-7.79959152789,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,0,2
CHEMBL1928138,16.362899675,-7.93130969168,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,0,2
CHEMBL1928139,16.3537678309,-7.91676708811,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,0,2
CHEMBL1928247,17.3447509749,-9.20298099864,0,3,0,0,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL1928248,17.3306853071,-9.24055465089,0,3,0,1,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL193337,-6.71419825321,9.67375261777,3,3,3,2,2,3,2,0,4,4,2,0,1,0,3,0,4,4,1,1,3,2,0,0
CHEMBL193435,9.76966486819,14.465650338,4,4,4,4,2,4,3,3,4,4,3,0,3,1,0,0,3,4,1,1,3,3,3,1
CHEMBL193501,-12.6651950695,8.07054785877,1,3,2,1,1,0,0,1,3,1,3,4,4,4,4,4,0,1,0,2,0,1,1,2
CHEMBL193620,9.07409106696,11.692448775,1,3,0,0,3,1,1,3,2,1,1,3,2,2,2,3,1,0,0,3,0,0,0,0
CHEMBL193639,10.0655815249,15.0710677402,4,4,4,4,2,4,3,3,4,4,3,0,3,1,0,0,3,4,1,1,3,3,3,1
CHEMBL193854,-12.9825168044,8.68335266045,1,3,2,1,1,0,0,1,3,1,3,4,4,4,4,4,0,1,0,2,0,1,1,2
CHEMBL1940402,-3.08724253365,-0.858516397716,3,3,1,1,0,2,3,1,4,1,4,0,4,4,0,0,2,1,3,4,2,1,0,0
CHEMBL1940403,-3.03306790402,0.26314266796,3,3,1,1,0,2,3,1,4,1,4,0,4,4,0,0,2,2,0,4,2,1,0,0
CHEMBL1940404,-3.44731674941,1.85527763869,3,3,1,1,0,2,3,1,4,1,4,0,4,4,0,0,2,2,3,4,2,2,0,0
CHEMBL1940405,-2.07161928588,-0.68419505675,4,4,1,1,0,2,3,1,4,1,4,0,3,4,0,0,2,2,0,4,2,3,0,0
CHEMBL1940406,-2.42839007914,0.248116266214,3,3,1,1,0,2,3,1,4,1,4,0,3,4,0,0,2,2,3,4,2,3,0,0
CHEMBL1940407,-2.26795668132,0.538962347565,4,1,4,1,0,2,3,1,0,1,4,0,3,4,0,0,2,2,3,4,2,3,4,0
CHEMBL1940408,0.339746462041,-0.450773944209,2,3,2,1,3,2,0,1,0,1,2,0,3,4,0,0,1,1,0,4,1,1,0,0
CHEMBL1940409,-0.0544433916703,1.71383886002,2,4,3,1,3,2,0,1,0,0,2,0,3,4,0,0,1,1,0,4,1,1,0,0
CHEMBL1940410,0.244090212175,0.766344795139,2,4,3,1,3,2,0,1,0,0,2,0,4,4,0,0,1,1,0,4,1,1,0,0
CHEMBL1940411,1.92445853916,-1.39623306014,0,3,2,1,1,0,0,1,0,0,0,0,3,4,0,0,0,0,0,4,1,0,0,0
CHEMBL1940412,1.9328346576,0.362532046864,0,3,2,1,1,0,0,1,0,0,0,0,3,4,0,0,0,0,0,4,1,0,0,0
CHEMBL1940413,1.88725459672,0.921114765645,0,3,2,1,1,0,0,1,0,0,0,0,3,4,0,0,0,0,0,4,1,0,0,0
CHEMBL1940414,2.09797113008,1.55238021626,0,3,2,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,4,1,0,0,0
CHEMBL1940415,-0.471970817792,1.16647825677,2,4,2,1,3,2,0,1,2,1,2,0,1,2,0,0,1,1,0,4,1,1,0,0
CHEMBL1940416,-0.288296211887,0.848706065128,2,4,3,1,3,2,0,1,2,1,2,0,1,4,0,0,1,1,0,4,1,1,0,0
CHEMBL1940417,0.444380131636,0.784421923672,0,3,2,1,1,2,0,1,2,1,2,0,1,4,0,0,0,1,0,4,1,0,0,0
CHEMBL1940418,-1.33804210007,0.18721523812,2,4,2,1,3,2,0,1,2,3,2,0,1,2,0,0,1,1,0,4,1,1,0,0
CHEMBL1940419,-0.588843087874,1.22552768964,2,4,3,1,3,2,0,1,2,3,2,0,1,4,0,0,1,1,0,4,1,1,0,0
CHEMBL1940420,-0.343426370209,0.652306055313,0,3,2,1,1,2,0,1,2,3,2,0,1,4,0,0,0,0,0,4,1,0,0,0
CHEMBL194099,-1.83436736176,-12.9343926789,3,3,3,2,2,3,2,0,4,4,2,0,1,0,3,0,4,4,1,1,3,2,0,0
CHEMBL194206,7.63141769226,9.26354775732,0,3,0,1,3,3,1,2,0,4,0,2,0,1,1,2,0,0,0,2,2,3,3,4
CHEMBL194240,-12.8551250141,7.79031869098,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL194312,-7.13348834513,-23.9288171206,2,0,2,0,3,0,1,2,2,1,2,2,1,2,2,3,1,0,2,2,1,0,1,2
CHEMBL194455,-8.1327370823,-24.0376088114,2,0,2,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL194493,25.5853517447,3.4071563529,2,0,2,0,1,1,1,2,0,0,2,1,2,4,2,2,0,4,0,0,0,0,1,2
CHEMBL194510,-12.8579565937,8.8012170184,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL1946122,-3.77317656925,-0.0409261241381,3,4,1,4,0,4,3,4,4,4,4,4,4,4,0,3,4,4,4,4,2,3,3,4
CHEMBL1946123,-3.63977294632,0.74488205294,3,3,1,4,0,4,3,4,4,1,4,4,4,4,0,3,4,4,4,4,2,3,3,4
CHEMBL1946124,0.131154539571,0.510014586045,1,3,2,3,3,2,3,0,0,0,2,2,2,1,1,3,0,1,0,0,1,1,2,4
CHEMBL1946125,0.915918401507,-1.07602974043,2,4,3,3,3,2,0,2,0,0,2,2,3,4,0,0,1,1,0,4,1,1,0,1
CHEMBL1946126,1.04413443251,0.799489885133,0,3,2,3,1,2,0,2,0,0,0,2,3,4,0,0,0,0,0,4,1,0,0,1
CHEMBL1946253,0.74668759084,1.2054249567,2,3,2,3,3,2,0,2,0,1,2,2,3,4,0,0,1,1,0,4,1,1,0,1
CHEMBL1946254,-2.1091295327,2.30335436637,2,0,3,3,3,2,0,2,2,0,2,2,1,2,4,1,1,1,3,3,1,1,2,4
CHEMBL1946257,-2.70653960453,3.02705883632,2,0,3,3,3,1,0,2,2,1,2,2,2,0,2,3,1,1,3,3,1,1,2,4
CHEMBL194659,9.83043854371,14.5682856445,4,4,4,4,2,4,3,3,4,4,3,0,3,1,0,0,3,4,1,1,3,3,3,1
CHEMBL1946744,-3.21717779564,2.40311158611,3,3,1,4,0,4,3,4,2,1,2,4,4,0,4,4,4,4,4,4,2,3,3,4
CHEMBL1946745,-3.13670603442,1.98297597128,3,3,1,4,0,4,3,4,2,1,2,4,4,0,4,4,4,4,4,4,2,3,3,4
CHEMBL194727,16.2949901291,-12.1979854765,0,3,0,0,1,0,1,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2
CHEMBL194755,7.8652364806,-2.28890612938,4,1,4,4,4,2,4,4,0,0,2,1,4,4,4,4,2,0,3,2,1,0,1,2
CHEMBL194844,-12.7702625046,8.55926773573,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL194953,-8.48719590014,-24.5015194452,2,0,2,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL1949725,9.95481743108,-17.8697904217,3,3,3,3,2,3,2,3,3,4,3,4,4,2,4,4,3,3,4,4,3,2,3,4
CHEMBL1949726,9.95481778812,-17.8697892971,3,3,3,3,2,3,2,3,3,4,3,4,4,2,4,4,3,3,4,4,3,2,3,4
CHEMBL1949727,9.9564706844,-17.8451437004,3,3,3,3,2,4,2,3,3,4,3,4,0,1,4,4,3,3,4,4,3,2,3,4
CHEMBL1949728,9.92507393854,-17.8650477342,3,3,3,3,2,3,2,3,3,4,3,4,3,2,4,4,3,3,4,4,3,2,3,4
CHEMBL1949729,9.93091676999,-17.8650196813,3,3,3,3,2,3,2,3,3,4,3,4,3,2,4,4,3,3,4,4,3,2,3,4
CHEMBL195015,-12.4139035157,7.29047003359,1,3,2,1,1,0,0,1,2,3,3,4,4,2,4,4,0,1,0,2,1,1,0,2
CHEMBL195057,25.7160573247,3.22941828842,1,3,2,0,1,0,1,2,0,0,2,1,2,4,2,2,0,4,0,0,0,0,1,2
CHEMBL195247,1.78292211646,-8.41672983889,4,1,4,4,4,2,4,4,0,0,2,1,4,4,4,4,2,0,3,2,1,0,1,2
CHEMBL195706,9.83035753139,14.5682187223,4,4,4,4,2,4,3,3,4,4,3,0,3,1,0,0,3,4,1,1,3,3,3,1
CHEMBL195856,9.76967325422,14.4656547608,4,4,4,4,2,4,3,3,4,4,3,0,3,1,0,0,3,4,1,1,3,3,3,1
CHEMBL195927,7.34339634501,8.99157482965,0,3,0,1,4,3,1,2,0,4,0,2,0,3,1,2,0,0,0,2,2,3,3,4
CHEMBL196132,-12.923705571,8.75931172795,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL196169,7.62168784746,9.25692986494,0,3,0,1,3,3,1,2,0,4,0,2,0,1,1,2,0,0,0,2,2,3,3,4
CHEMBL196171,-13.4483860492,9.24367740983,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL196172,-14.1137495443,8.30574481649,0,3,0,1,3,0,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL196370,7.59623222385,9.23315914333,0,3,0,1,3,4,1,2,0,4,0,2,0,1,1,2,0,0,0,2,2,3,3,4
CHEMBL196476,10.2432736804,-8.33474330186,0,3,0,0,1,0,1,2,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,2
CHEMBL196505,-12.8473803896,8.30350414323,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL196514,-14.1023520886,8.30707457403,0,3,0,1,3,0,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL196598,7.63618833424,9.26989273669,0,3,0,1,3,3,1,2,0,4,0,2,0,3,1,2,0,3,0,2,2,3,3,4
CHEMBL196744,7.28617831595,-9.92238260431,1,3,0,0,1,0,1,2,0,0,0,1,2,4,1,2,0,0,0,0,0,0,0,2
CHEMBL196866,13.7495782752,-1.62876542348,1,0,2,0,3,1,3,3,3,3,3,2,2,1,2,2,1,2,2,2,4,4,4,3
CHEMBL196893,-13.032156251,8.31412206268,1,3,2,1,1,0,0,1,3,1,3,4,4,4,4,4,0,1,0,2,0,1,1,2
CHEMBL196928,-1.84230126941,-12.9245054264,3,3,3,2,2,3,2,0,4,4,2,0,1,0,3,0,4,4,1,1,3,2,0,0
CHEMBL197159,-6.71419921891,9.67375368609,3,3,3,2,2,3,2,0,4,4,2,0,1,0,3,0,4,4,1,1,3,2,0,0
CHEMBL197162,7.71838293906,-9.17073357024,1,3,2,0,1,0,1,2,0,0,0,1,2,4,2,2,0,0,0,0,0,0,0,2
CHEMBL197195,7.51620733844,-8.68274564965,1,3,2,0,1,0,1,2,0,0,0,1,2,4,2,2,0,0,0,0,0,0,0,2
CHEMBL197214,9.00980874936,-6.01625941975,0,3,2,0,1,0,1,2,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,2
CHEMBL197225,13.7571007557,-1.648494625,1,0,2,1,3,1,3,3,3,3,3,2,0,3,2,2,1,2,2,2,4,4,4,3
CHEMBL197381,13.7658017958,-1.62174275732,1,0,2,0,3,1,3,3,3,3,3,2,2,3,2,2,1,2,2,2,4,4,4,3
CHEMBL197408,7.62110970312,9.25495668357,0,3,0,1,3,3,1,2,0,4,0,2,0,3,1,2,0,0,0,2,2,3,3,4
CHEMBL197614,-7.94615833599,-24.1571348024,2,0,2,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL197656,0.254251970095,-9.4360237634,1,0,2,0,1,0,1,2,2,4,2,2,1,0,3,4,1,1,0,3,1,3,1,2
CHEMBL197660,12.7268831545,-8.86605951725,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,1,2
CHEMBL197663,-9.00708237828,-23.4787464836,1,0,3,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL197665,-13.0771903769,8.46090592452,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL197677,-8.51616939,-24.4354893256,2,0,2,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL197762,12.5974133424,-8.85962907024,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,1,2
CHEMBL197796,7.63457185893,9.2667095919,0,3,0,1,3,1,1,2,0,4,0,2,0,3,1,2,0,0,0,2,2,3,3,4
CHEMBL197839,-13.3544318475,8.33987588406,2,3,3,1,3,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL197870,-8.19638751282,-23.9478230921,2,0,2,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL197943,-13.9037212831,8.33908786118,0,3,0,1,3,2,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL197982,18.4726907657,3.21464623418,1,3,0,2,1,4,3,3,0,4,2,4,2,3,4,3,0,3,4,4,1,4,3,4
CHEMBL197990,-8.50961746842,-24.3365868399,2,0,2,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL198040,-13.350688483,8.35229343456,2,3,3,1,3,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL198041,-13.3760461396,8.35336407989,3,3,3,1,3,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL198069,-13.9328059925,8.33482030625,0,3,0,1,3,0,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL198070,-13.9202812386,8.33337980513,0,3,0,1,3,0,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL198107,-12.769279898,8.49568734524,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL198125,-1.85286030569,-12.920658893,3,3,3,2,2,3,2,0,4,4,2,0,1,0,3,0,4,4,1,1,3,2,0,0
CHEMBL198174,-1.8430475952,-12.9348539555,3,3,3,2,2,3,2,0,4,4,2,0,3,0,3,0,4,4,1,1,3,2,0,0
CHEMBL198216,-14.0350393497,8.31348004923,0,3,0,1,3,0,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL198224,-14.0350842658,8.31351123386,0,3,0,1,3,0,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL198303,-1.87937125456,-12.916595525,3,3,3,2,2,3,2,0,4,4,2,0,0,3,3,0,4,4,1,1,3,2,0,0
CHEMBL198357,-14.1137493841,8.30574557179,0,3,0,1,3,0,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL198404,11.727000759,-8.70337035092,0,0,0,2,1,0,1,2,0,0,0,1,0,3,2,3,0,0,0,0,0,0,1,2
CHEMBL198463,4.67165743075,18.5870313014,0,0,0,0,3,3,4,3,2,4,2,2,1,0,3,4,1,4,4,3,1,4,1,2
CHEMBL198580,13.7439123443,-1.63006469687,1,0,2,0,3,1,3,3,3,3,3,2,2,1,2,2,1,2,2,2,4,4,4,3
CHEMBL198599,-8.89722090401,-23.1948183853,1,0,3,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL198812,-13.2439613982,8.39780380253,1,3,2,1,1,0,0,1,3,1,3,4,4,2,4,4,0,1,0,2,0,1,1,2
CHEMBL198993,15.470754151,-11.389833189,0,3,2,0,1,0,1,2,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,2
CHEMBL199045,-13.953958999,8.33052288776,0,3,0,1,3,0,0,2,3,1,3,4,0,3,1,4,0,1,0,2,0,1,1,2
CHEMBL199161,-8.58732610364,-24.5094694525,2,0,2,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL199182,-8.51544517588,-24.3532352261,2,0,2,0,3,1,1,2,2,1,2,2,2,3,2,3,1,0,2,2,1,0,1,2
CHEMBL199186,13.7644383132,-1.66861194239,1,0,2,0,3,1,3,3,3,3,3,2,2,3,2,2,1,2,2,2,4,4,4,3
