,x,y,"('MACCS', 'bac')","('MACCS', 'bac_gtc')","('MACCS', 'bac_murcko')","('MACCS', 'bac_murcko_generic')","('KR', 'bac')","('KR', 'bac_gtc')","('KR', 'bac_murcko')","('KR', 'bac_murcko_generic')","('MolPrint2D', 'bac')","('MolPrint2D', 'bac_gtc')","('MolPrint2D', 'bac_murcko')","('MolPrint2D', 'bac_murcko_generic')","('EState', 'bac')","('EState', 'bac_gtc')","('EState', 'bac_murcko')","('EState', 'bac_murcko_generic')","('AllSMILESNgram', 'bac')","('AllSMILESNgram', 'bac_gtc')","('AllSMILESNgram', 'bac_murcko')","('AllSMILESNgram', 'bac_murcko_generic')","('ShortestPathCycles', 'bac')","('ShortestPathCycles', 'bac_gtc')","('ShortestPathCycles', 'bac_murcko')","('ShortestPathCycles', 'bac_murcko_generic')"
CHEMBL1935762,3.00910188833,4.76665515528,2,1,2,2,4,4,4,3,3,2,3,4,4,1,3,4,1,1,2,2,1,1,2,4
CHEMBL1935763,3.00255484797,4.76657581695,2,1,2,2,4,4,4,3,3,2,3,4,4,1,3,4,1,1,2,2,1,1,2,4
CHEMBL1935764,-6.92819138544,-22.9849686753,2,1,2,2,0,1,3,3,3,2,3,4,1,1,2,2,1,1,2,2,1,1,2,4
CHEMBL1935765,-6.94047535276,-22.9811111749,2,1,2,2,0,1,3,3,3,2,3,4,1,1,2,2,1,1,2,2,1,1,2,4
CHEMBL1935766,-7.0334307546,-22.9916590309,2,1,2,2,0,1,3,3,3,2,3,4,1,1,2,2,1,1,2,2,1,1,2,4
CHEMBL1935767,-6.88167346299,-22.9830964825,2,1,2,2,0,1,3,3,3,2,3,4,1,1,2,2,1,1,2,2,1,1,2,4
CHEMBL1935768,3.77241967927,3.91944868635,2,1,2,2,3,4,4,4,3,2,3,4,4,1,3,4,1,1,2,2,1,1,2,4
CHEMBL1935769,3.78518839265,3.89745024847,2,1,2,2,3,4,2,4,3,2,3,4,4,1,3,4,1,1,2,2,1,4,2,4
CHEMBL1935770,3.79184082901,3.88652782443,2,1,2,2,3,1,2,4,3,2,3,4,4,1,3,4,1,1,2,2,1,4,2,4
CHEMBL1935771,3.79195770951,3.89166128905,2,1,2,2,3,4,2,4,3,2,3,4,4,1,3,4,1,1,2,4,1,4,2,4
CHEMBL193692,23.1440371988,0.268229236116,0,3,0,1,2,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL193977,-3.4852276501,9.32523899657,4,1,4,4,4,4,4,4,0,4,1,1,4,4,4,4,2,4,4,1,3,2,4,1
CHEMBL194132,-3.47709957104,9.32450508825,4,1,4,4,4,4,4,4,0,4,1,1,4,4,4,4,2,4,4,1,3,2,4,1
CHEMBL194290,1.21299511713,27.5079492975,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL194331,15.787270837,-13.5615032527,4,1,3,4,0,1,3,3,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL194401,16.6685716792,-13.3163004977,4,1,3,4,4,4,4,3,0,2,1,1,4,0,3,3,4,4,4,1,4,4,4,4
CHEMBL1945563,16.5905128205,-3.59892174728,0,3,0,1,2,3,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1946299,16.4393238521,-1.17194330391,0,3,0,1,2,3,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1946301,15.9325672919,-2.9820167658,0,3,0,1,2,3,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
CHEMBL194704,15.8240522344,-14.9536909162,4,0,3,4,1,1,1,1,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL194728,1.2210104132,27.4334162005,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL194756,15.5183311059,-14.8312618604,1,3,3,4,3,1,2,1,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL194830,21.119222487,1.05808668551,0,3,0,1,2,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL194860,15.8111937574,-14.9612317045,4,0,3,4,0,1,4,3,0,2,1,1,3,3,3,3,4,4,4,1,4,4,1,1
CHEMBL194956,15.5690117699,-16.4725677653,4,1,3,4,0,1,3,3,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL195001,1.20738462088,27.5142789862,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL1950553,-25.23669582,-4.27761331478,0,3,0,1,2,3,0,0,1,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0
CHEMBL1950554,19.0214666945,0.955508084515,0,2,0,1,2,3,0,0,1,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0
CHEMBL1950649,12.2737081251,-6.18033685863,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950653,-14.6977969401,2.12018347337,0,2,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950654,-14.6977932241,2.12018389844,0,2,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950655,-14.7884685533,1.96108385082,0,2,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950656,-14.7884565335,1.96108766278,0,2,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950657,-14.4645924493,2.61479732305,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950658,-14.464360264,2.61926522588,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950659,-14.502008939,2.76749264357,0,2,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950660,-14.5022656156,2.76319616547,0,2,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950661,-14.5612701946,2.47124573853,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950662,-14.5612772576,2.47126822769,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950663,-14.584018544,2.13776980412,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950664,-14.5840611939,2.13522888011,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950665,-14.6795069083,2.67979092293,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL1950666,-14.6792235317,2.67976924173,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL195140,-3.49994597001,9.34170118654,4,1,4,4,4,4,4,4,0,4,1,1,4,4,4,4,2,4,4,1,3,2,4,1
CHEMBL195356,16.6745882419,-13.2963434243,4,1,3,4,4,4,4,3,0,2,1,1,4,0,3,3,4,4,4,1,4,4,4,4
CHEMBL195357,16.6900470244,-13.6940578104,4,0,3,4,4,4,4,3,0,2,1,1,4,0,3,3,4,4,4,1,4,4,4,4
CHEMBL195460,16.6818364135,-13.275296262,4,0,4,4,3,4,4,4,0,2,1,4,4,0,3,3,4,4,4,4,4,4,4,4
CHEMBL195522,15.5738812197,-15.457778159,4,0,3,4,0,1,3,3,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL1955893,-25.4141261062,10.8259158949,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955894,-25.6053491825,11.1583166293,0,4,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955897,-25.8312865603,10.2560604053,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955898,-25.5650686788,11.2926208067,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955899,-25.6424613507,11.2418861464,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955900,-25.4369618422,11.2972589127,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955901,-25.6076933209,11.2992847262,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955902,-25.5769953092,11.0975966702,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955903,-25.5637773704,11.4881607645,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955904,-25.6818409518,11.2237034364,1,4,1,0,1,0,1,1,2,3,2,3,1,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955905,-25.6006014028,11.3450367345,1,4,1,0,1,0,1,1,2,3,2,3,1,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955906,-25.4814183123,11.4364319515,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955907,-25.5221933994,10.9432021131,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955908,-25.514541608,11.0788134017,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955909,-25.7557086217,11.0667313005,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955910,-25.4943889883,10.2151871855,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955911,-25.2684339914,11.1609290964,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955912,-25.2399939374,10.8935051964,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955913,-24.5657636262,10.9909711589,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955914,-27.3973889914,9.87479089274,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955915,-27.5550602338,11.2739720056,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955916,-27.1917967479,11.3928431278,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955917,-26.5157344784,10.8422633375,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955918,-27.2318841855,10.9981234635,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL1955919,-27.1343381038,10.7982443793,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955920,-27.2421301536,10.7817729829,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955921,-27.2582499328,10.8361851214,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955922,-23.6851801919,10.9064208538,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955923,7.09253710005,13.0045935061,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL1955924,-25.5591142624,12.0574840899,1,3,1,0,1,0,1,1,2,3,2,3,2,3,1,1,3,3,1,3,2,3,3,3
CHEMBL1955925,6.60636972185,11.968403418,1,3,1,0,1,0,1,1,2,3,2,3,1,3,1,2,3,3,1,3,2,3,3,3
CHEMBL1955926,7.13233427929,11.4115841525,1,4,1,0,1,0,1,1,2,3,2,3,1,3,1,2,3,3,1,3,2,3,3,3
CHEMBL196138,15.765102052,-15.1594681004,4,1,3,4,0,1,3,3,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL196258,1.22193385147,27.5554107135,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL196259,1.21463768663,27.5538599221,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL196306,15.3977158584,-15.5140465859,4,0,3,4,0,1,3,3,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL196375,14.7416882524,-16.2273407784,4,0,3,4,0,1,3,3,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL196436,-8.84692783883,28.0697101285,3,3,3,2,4,4,4,2,4,2,4,2,4,1,3,4,1,1,3,2,3,2,4,2
CHEMBL196665,15.6123272019,-15.2113665074,4,0,3,4,0,1,3,3,0,2,1,4,1,3,2,3,4,4,4,4,4,4,4,4
CHEMBL197103,-3.21721177405,9.0154932881,4,0,4,4,4,4,4,4,0,4,1,1,4,4,4,4,2,4,4,1,3,2,4,1
CHEMBL197326,-11.688360549,-6.2234432467,4,0,4,4,4,4,4,3,0,1,1,1,4,0,4,3,4,4,4,1,1,1,4,1
CHEMBL197359,15.5858322779,-15.2985284399,4,1,3,4,0,1,3,3,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL197376,-1.70120936072,-14.7312275784,3,1,2,2,4,4,4,2,0,1,3,1,4,0,3,4,1,2,2,1,1,1,2,1
CHEMBL197427,1.57035460265,7.77827073646,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2
CHEMBL197634,-11.4766217087,-7.11548855649,4,0,4,4,4,4,4,3,0,1,1,1,4,0,4,3,4,4,4,1,1,1,4,1
CHEMBL197669,1.22032516187,27.551481879,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL197682,0.999935494681,26.6519342455,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL197743,-11.4422476524,-6.76134993089,4,0,4,4,4,4,4,3,0,1,1,1,4,4,4,3,4,4,4,1,1,1,4,1
CHEMBL197962,-11.4701994859,-6.4426183988,4,0,4,4,4,4,4,3,0,1,1,1,4,4,4,3,4,4,4,1,1,1,4,1
CHEMBL197963,-12.0384047001,-6.69697039355,4,0,4,4,4,4,4,3,0,1,1,1,4,0,4,3,4,4,4,1,1,1,4,1
CHEMBL198008,-10.8916464737,-6.74324974556,4,0,4,4,4,4,4,3,0,1,1,1,4,0,4,3,4,4,4,1,1,1,4,1
CHEMBL198054,-11.0955336771,-6.68812690699,4,0,4,4,4,4,4,3,0,1,1,1,4,0,4,3,4,4,4,1,1,1,4,1
CHEMBL198060,-11.7897818022,-6.68796045485,3,1,4,4,4,4,4,3,0,1,1,1,2,4,4,3,4,4,4,1,1,1,4,1
CHEMBL198200,1.00740084341,26.6673501463,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL198441,-12.1321434855,-6.66083444903,4,0,4,4,4,4,4,3,0,1,1,1,4,0,4,3,4,4,4,1,1,1,4,1
CHEMBL198460,-23.1426852109,6.18603156866,4,0,4,4,4,4,4,4,4,4,2,3,4,0,4,3,4,4,4,4,4,4,1,2
CHEMBL198461,-23.1333324632,6.1523754624,4,0,4,4,4,4,4,4,4,4,2,3,4,0,4,3,4,4,4,4,4,4,1,2
CHEMBL198561,-11.8019370628,-5.88193821412,4,0,4,4,4,4,4,3,0,1,1,1,4,4,4,3,4,4,4,1,1,1,4,1
CHEMBL198673,-10.1249020496,-6.66450935766,4,0,4,4,4,4,4,3,0,1,1,1,4,4,4,3,4,4,4,1,1,1,4,1
CHEMBL198760,16.7350538837,-13.629820572,4,0,3,4,4,4,4,3,0,2,1,1,4,0,3,3,4,4,4,1,4,4,4,4
CHEMBL198769,16.6202256324,-14.2179657914,4,0,3,4,1,0,1,1,0,2,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL198779,-11.2371793438,-6.6929499712,4,0,4,4,4,4,4,3,0,1,1,1,4,0,4,3,4,4,4,1,1,1,4,1
CHEMBL198874,16.6259867471,-14.1803189577,4,0,3,4,0,1,3,3,0,4,1,4,3,3,2,3,4,4,4,4,4,4,4,4
CHEMBL198942,1.21799188272,27.5436393399,3,1,3,2,4,4,4,2,4,0,4,1,4,0,3,4,4,4,4,1,4,4,1,1
CHEMBL198959,1.65184143166,8.78534334043,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2
CHEMBL1990267,-2.95215479093,-3.29802265084,4,4,3,4,3,2,2,4,0,2,4,4,3,2,4,3,4,4,4,4,4,0,4,4
CHEMBL199309,-3.71685958296,0.793662679154,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL199414,-14.9802305584,-14.9029399807,0,3,0,1,2,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL199446,9.76704298666,14.5040310652,1,3,1,0,1,0,1,1,2,3,2,3,1,3,1,2,3,3,1,3,2,3,3,3
CHEMBL199471,-3.69982327378,0.746158804089,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL199541,-15.6964578029,-15.5310991766,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL199611,8.89753345074,14.7754415555,1,3,1,0,1,0,1,1,2,3,2,3,1,1,1,2,3,3,1,3,2,3,3,3
CHEMBL199692,-5.49980270035,-0.333539371353,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL199732,-5.43504822243,0.0363474592538,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL199877,-15.5293663553,-16.5759616648,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL199895,-5.31993334198,0.617268173383,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL199908,-3.69592302941,0.780268798039,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL200072,-15.6743852768,-15.5398831991,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL200099,-15.7214210027,-15.5297671991,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL200146,-5.02346893809,1.6460837235,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200154,-15.5580605471,-8.06242892789,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200184,-16.0542813059,-16.5143739074,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL200230,-6.35237300504,-0.133260158834,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200278,-3.63873642693,0.701042812853,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200279,-15.0102935244,-15.0910103414,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL200313,-3.71157033596,0.777280701788,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL200349,-3.68515651071,0.196579597954,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200350,-3.71095027697,1.60390403413,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200370,-3.78319147085,0.736584139544,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200407,-14.9747571499,-15.0887103158,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL200417,-15.6114348466,-8.06510462229,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200451,-15.6419837599,-8.12234644894,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL200479,-3.50325247346,-14.3208779142,3,0,2,2,4,4,4,2,0,1,3,1,4,0,3,4,1,1,2,1,1,1,2,1
CHEMBL200480,-23.1433770355,6.2469767822,4,0,4,4,4,4,4,4,4,4,2,3,4,0,4,3,4,4,4,4,4,4,1,2
CHEMBL200509,-15.4723624166,-7.99092104016,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200636,-22.5197977527,-6.00331778159,4,0,4,4,4,4,4,3,0,1,1,1,4,4,4,3,4,4,4,1,1,1,4,1
CHEMBL200705,-16.0922626582,-16.4938238354,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL200732,-14.9707169273,-15.0408401672,0,3,0,1,2,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL200739,-15.5797801354,-8.12283513328,1,3,1,0,1,0,1,1,2,3,2,3,2,0,1,1,3,3,1,3,2,3,3,3
CHEMBL200747,-15.49024176,-7.98735037705,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200779,-3.66979652138,0.729076547154,1,3,1,0,1,0,1,1,2,3,2,3,2,1,1,1,3,3,1,3,2,3,3,3
CHEMBL200780,-13.6815706463,-9.15897347523,1,3,1,0,1,0,1,1,2,3,2,3,1,1,1,2,3,3,1,3,2,3,3,3
CHEMBL200854,-15.0032146227,-15.0692113564,0,3,0,1,2,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL201145,8.51857488462,12.2520330354,1,3,1,0,1,0,1,1,2,3,2,3,1,3,1,2,3,3,1,3,2,3,3,3
CHEMBL2012672,9.13436493298,31.7301576162,0,3,0,1,2,3,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
CHEMBL2012680,9.01409487484,31.6814212781,0,3,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL2012684,9.71468786947,31.6950392921,0,3,0,1,2,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL2012685,10.1054468636,31.5427530569,0,3,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL2012686,8.55515101806,30.835261191,0,3,0,1,2,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL201324,-15.5677047841,-16.6177424673,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL201427,-15.5215860822,-16.5468757586,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL201706,-15.6794581411,-16.5551765984,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL201721,5.06930920163,12.376829663,1,3,1,0,1,0,1,1,2,3,2,3,1,3,1,2,3,3,1,3,2,3,3,3
CHEMBL201750,9.29931580797,15.0379963591,1,3,1,0,1,0,1,1,2,3,2,3,1,3,1,2,3,3,1,3,2,3,3,3
CHEMBL202189,-16.121651196,-16.5034444135,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL2021950,-6.61822409782,-3.16612115298,4,0,4,4,4,4,4,2,4,2,1,1,4,0,3,3,2,2,4,1,3,2,1,1
CHEMBL2024111,-6.5534696468,-4.13915180207,4,0,4,4,4,4,4,2,4,2,1,1,4,4,3,3,2,2,4,1,3,2,1,1
CHEMBL2024112,-6.6044059278,-2.35959492629,4,0,4,4,4,4,4,2,4,2,1,1,4,4,3,3,2,2,4,1,3,2,1,1
CHEMBL2024113,-6.61257719266,-3.14115395817,4,1,4,4,4,4,4,2,4,2,1,1,4,0,3,3,2,2,4,1,3,2,1,1
CHEMBL2024114,-6.59623394681,-3.24966226186,4,0,4,4,4,4,4,2,4,2,1,1,4,4,3,3,2,2,4,1,3,2,1,1
CHEMBL2024115,-6.89777270437,-2.55843736798,4,1,4,4,4,4,4,2,4,2,1,1,4,0,3,3,2,2,4,1,3,2,1,1
CHEMBL2024116,-7.04220296115,-2.39957601186,4,0,4,4,4,4,4,2,4,2,1,1,4,0,3,3,2,2,4,1,3,2,1,1
CHEMBL2024117,-7.04831870818,-2.41424786289,4,0,4,4,4,4,4,2,4,2,1,1,4,0,3,3,2,2,4,1,3,2,1,1
CHEMBL2024118,-7.02499509157,-2.42818326592,4,0,4,4,4,4,4,2,4,2,1,1,4,0,3,3,2,2,4,1,3,2,1,1
CHEMBL2024119,-6.95983413975,-2.48538221306,4,0,4,4,4,4,4,2,4,2,1,1,4,4,3,3,2,2,4,1,3,2,1,1
CHEMBL2024120,-7.06984116667,-2.39319574651,4,0,4,4,4,4,4,2,4,2,1,1,4,4,3,3,2,2,4,1,3,2,1,1
CHEMBL203054,-6.47804642153,-29.7317300876,2,1,2,2,0,1,3,4,3,1,3,4,1,1,2,2,1,1,2,2,1,1,2,4
CHEMBL203060,-8.05967088463,-30.4083672173,2,1,2,2,0,1,3,3,3,1,3,4,1,1,2,2,1,1,2,2,1,1,2,4
CHEMBL2030703,-8.64026551714,-16.2068897855,3,0,2,3,3,1,1,4,0,4,1,4,2,1,1,4,4,4,4,4,1,4,2,4
CHEMBL2030704,-6.70469863351,-17.4651607468,3,1,2,3,3,1,1,4,0,4,1,4,2,1,1,4,4,4,4,4,1,4,2,4
CHEMBL2030705,-7.35989139388,-17.1043942648,3,3,2,3,3,1,1,4,0,4,1,4,2,1,1,1,4,4,4,4,1,4,2,4
CHEMBL2030706,-7.91028315207,-17.3505825948,3,3,2,3,3,1,1,4,0,4,1,4,2,1,1,1,4,4,4,4,1,4,2,4
CHEMBL2030707,-7.72564996788,-18.0397148444,3,0,2,3,3,1,1,4,0,4,1,4,2,1,1,4,4,4,4,4,1,4,2,4
CHEMBL2030708,-7.14994061392,-17.4382360228,3,1,2,3,3,1,1,4,0,4,1,4,2,1,1,4,4,4,4,4,1,4,2,4
CHEMBL203357,-15.9220979935,-16.4947178609,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CHEMBL203506,-6.70932610183,-29.4739639445,2,1,2,2,0,1,3,3,3,1,3,4,3,1,2,2,1,1,2,2,1,1,2,4
CHEMBL203797,-7.79114576625,-30.5256091331,2,1,2,2,0,1,3,3,3,1,3,4,1,1,2,2,1,1,2,2,1,1,2,4
CHEMBL203998,-6.97613377989,-30.764437912,2,1,2,2,0,1,3,3,3,1,3,4,1,1,2,2,1,1,2,2,1,1,2,4
CHEMBL2042058,-2.94718813723,-3.29733883114,4,2,3,4,3,2,2,4,0,2,4,4,3,2,4,3,4,4,4,4,4,0,4,4
