,x,y,"('MACCS', 'bac')","('MACCS', 'bac_gtc')","('MACCS', 'bac_murcko')","('MACCS', 'bac_murcko_generic')","('KR', 'bac')","('KR', 'bac_gtc')","('KR', 'bac_murcko')","('KR', 'bac_murcko_generic')","('MolPrint2D', 'bac')","('MolPrint2D', 'bac_gtc')","('MolPrint2D', 'bac_murcko')","('MolPrint2D', 'bac_murcko_generic')","('EState', 'bac')","('EState', 'bac_gtc')","('EState', 'bac_murcko')","('EState', 'bac_murcko_generic')","('AllSMILESNgram', 'bac')","('AllSMILESNgram', 'bac_gtc')","('AllSMILESNgram', 'bac_murcko')","('AllSMILESNgram', 'bac_murcko_generic')","('ShortestPathCycles', 'bac')","('ShortestPathCycles', 'bac_gtc')","('ShortestPathCycles', 'bac_murcko')","('ShortestPathCycles', 'bac_murcko_generic')"
CHEMBL180874,-3.24267795752,-1.5044002912,4,0,4,4,3,0,4,4,2,0,1,0,3,3,4,4,0,0,0,1,1,0,0,1
CHEMBL181066,-18.8301049834,-25.3090641295,4,2,4,4,4,3,4,2,4,4,4,3,4,4,4,3,3,4,4,0,2,3,1,0
CHEMBL181143,19.5747216923,0.78945932288,0,3,0,0,0,1,0,0,3,1,3,2,0,3,1,2,2,2,2,2,0,2,2,4
CHEMBL181186,19.4169200963,1.55054764097,0,3,0,0,0,1,0,0,3,1,3,2,0,3,1,2,2,2,2,2,0,2,2,4
CHEMBL181373,-3.60040661232,-2.43306084751,4,0,4,4,3,3,4,4,2,0,1,0,3,1,4,4,0,0,0,1,1,0,0,1
CHEMBL181506,11.0274444968,28.1581451342,0,3,3,2,0,1,3,1,0,3,3,4,1,0,3,4,3,3,3,0,4,0,2,1
CHEMBL181680,11.1150902066,26.1057692208,2,3,2,2,4,4,1,4,0,3,3,4,4,0,4,4,3,3,3,0,4,2,2,3
CHEMBL181784,11.0268694912,28.1579655775,0,3,3,2,0,1,3,1,0,3,3,4,1,0,3,4,3,3,3,0,4,0,2,1
CHEMBL181898,29.4396282587,-12.9846864421,2,0,1,3,2,0,3,2,3,0,2,1,3,4,3,0,2,0,2,2,3,1,3,1
CHEMBL182027,-6.58085592355,0.413583559957,4,0,4,4,3,0,4,4,2,0,1,0,3,1,4,4,0,0,0,1,1,0,0,1
CHEMBL1822386,6.36322961444,-6.59735827707,3,3,2,3,3,2,0,0,4,4,4,4,2,2,4,3,3,4,4,4,2,4,4,4
CHEMBL182379,-19.9036026476,-3.30398205395,0,3,0,1,1,0,2,1,2,0,1,0,0,3,1,2,0,0,0,1,1,0,0,1
CHEMBL1824264,-8.72457480569,10.7614014615,2,3,4,3,3,4,1,4,4,4,0,3,3,0,3,0,4,4,4,3,2,4,4,4
CHEMBL1824265,-8.49792803949,11.8356869291,2,3,4,3,3,4,1,4,4,4,0,3,3,0,3,0,4,4,4,3,2,4,4,4
CHEMBL1824266,-8.61307741405,10.8646090197,2,3,4,3,3,4,1,4,4,4,0,3,3,0,3,0,4,4,4,3,2,4,4,4
CHEMBL182652,-16.3602631814,-3.56052644221,0,3,1,1,1,0,2,3,2,0,1,2,2,1,1,2,0,0,0,2,1,0,0,2
CHEMBL182721,27.4024816262,-12.471615423,2,0,4,3,2,0,3,2,3,0,2,1,4,3,3,0,2,0,2,2,3,0,3,1
CHEMBL1829959,-22.7225494253,-0.139540071263,4,4,4,2,4,4,4,0,0,4,3,4,4,4,4,0,4,4,4,3,4,4,1,2
CHEMBL183034,20.0049955708,0.426643517547,0,3,0,0,0,4,0,0,3,1,3,2,0,3,1,2,2,2,2,2,0,2,2,4
CHEMBL1831166,1.37396757712,-8.48163494916,0,3,3,2,3,3,4,3,1,2,4,4,1,3,0,0,3,3,4,4,2,4,4,4
CHEMBL183298,18.3336162288,1.45294842282,0,3,2,0,0,4,0,0,3,4,4,2,3,2,4,3,3,2,2,2,0,2,2,4
CHEMBL183332,19.2940269208,1.81791709095,0,3,0,0,0,1,0,0,3,1,3,2,0,3,1,2,2,2,2,2,0,2,2,4
CHEMBL1834226,-4.69577406878,16.4917349277,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,3,4,4
CHEMBL1834234,-4.70763942143,16.4924783766,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,3,4,4
CHEMBL1834350,-4.70386886888,16.4942132727,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,3,4,4
CHEMBL183460,19.1543276768,5.61209277761,0,3,0,0,0,2,0,0,3,1,3,2,0,3,1,2,2,2,2,2,0,2,2,4
CHEMBL183551,19.3806636793,1.66835178939,0,3,0,0,0,1,0,0,3,1,3,2,0,3,1,2,2,2,2,2,0,2,2,4
CHEMBL1836317,-34.0463494043,4.96121637783,4,2,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
CHEMBL1836857,7.38079024438,3.92951386237,1,0,1,1,2,0,3,1,2,0,4,0,2,3,4,0,0,0,4,1,1,4,0,1
CHEMBL183776,-8.55811581511,8.07692885722,3,3,4,3,1,0,2,2,3,0,2,1,1,0,0,0,2,0,2,2,3,0,3,1
CHEMBL183871,-16.9730854269,-4.15526931662,1,0,1,1,1,0,2,1,2,0,1,0,2,1,1,2,0,2,0,1,1,0,0,1
CHEMBL183901,19.30076149,3.2674837974,0,3,0,0,0,4,0,0,3,1,3,2,0,3,1,2,2,2,2,2,0,2,2,4
CHEMBL183921,19.6411544252,-0.290581301986,2,3,2,4,3,4,0,0,3,1,3,2,2,0,2,3,1,2,2,2,0,2,1,3
CHEMBL184383,-20.5035345289,-3.82270035557,1,0,0,1,1,0,2,1,2,0,1,0,2,4,1,2,0,2,0,1,1,0,0,1
CHEMBL184597,29.0557877168,-7.44195337787,1,0,1,2,0,1,0,0,0,2,4,4,0,1,1,0,1,3,4,3,4,4,4,2
CHEMBL184770,-8.76119526308,7.70091752017,2,3,4,3,2,0,2,2,3,0,2,1,1,0,0,0,2,0,2,2,3,0,3,1
CHEMBL184993,-17.5266825297,-3.44034024619,0,3,1,1,1,0,2,1,2,0,1,0,2,3,1,2,0,0,0,1,1,0,0,1
CHEMBL184994,28.523687028,-8.52113363304,1,0,2,2,0,1,0,0,0,2,4,4,2,3,2,2,1,3,4,3,4,4,4,4
CHEMBL185436,27.2518868815,-13.3881929957,2,0,4,3,2,0,3,2,3,0,2,1,3,4,3,0,2,0,2,1,3,0,3,1
CHEMBL185624,20.5095920821,-4.77719549621,2,3,2,2,3,2,0,0,0,3,3,4,3,3,4,3,1,1,3,4,0,4,4,4
CHEMBL186202,20.3894361914,-5.06616290929,2,3,2,2,3,2,1,4,0,3,3,4,3,2,4,3,1,1,3,4,0,2,4,3
CHEMBL18772,14.7095861393,-4.79353833134,2,0,4,3,4,3,4,2,3,1,2,0,4,3,3,0,3,2,2,1,3,1,1,1
CHEMBL187952,28.4846518908,-7.72101244713,1,0,1,2,0,1,0,0,0,2,4,4,2,3,2,0,1,3,4,3,4,4,4,2
CHEMBL18840,23.7656310144,-20.3053605128,4,3,4,3,4,4,1,2,0,3,3,0,2,0,3,0,1,1,1,0,2,2,1,0
CHEMBL190190,23.8769732815,-0.579434590239,0,3,3,0,2,1,2,2,3,1,3,2,1,0,0,0,2,2,2,2,0,2,2,4
CHEMBL190298,23.9144810218,-1.08299823022,0,3,3,0,2,1,2,2,3,1,3,2,1,0,0,0,2,2,2,2,0,2,2,4
CHEMBL1910138,-28.2090863532,21.0963450382,0,3,0,1,2,2,3,3,3,0,1,1,2,3,4,2,2,0,0,1,3,0,0,1
CHEMBL1910139,-27.6393385498,20.4471155939,0,3,0,1,2,2,3,3,3,0,1,1,2,3,4,2,2,0,0,1,3,0,0,1
CHEMBL1910140,-28.1583343363,20.943509632,0,3,0,1,2,2,3,3,3,0,1,1,2,3,4,2,2,0,0,1,3,0,0,1
CHEMBL1910141,-28.1597480827,20.9969410364,0,3,0,1,2,2,3,3,3,0,1,1,2,3,4,2,2,0,0,1,3,0,0,1
CHEMBL1910142,-28.2093468712,21.1570456162,0,3,0,1,2,2,3,3,3,0,1,1,2,2,4,2,2,0,0,1,3,0,0,1
CHEMBL1910143,-27.6323453088,20.5017753757,0,3,0,1,2,2,3,3,3,0,1,1,2,2,4,2,2,0,0,1,3,0,0,1
CHEMBL1910144,-28.1585855436,21.0124983367,0,3,0,1,2,2,3,3,3,0,1,1,2,4,4,2,2,0,0,1,3,0,0,1
CHEMBL1910145,-28.1593396257,21.0610241235,0,3,0,1,2,2,3,3,3,0,1,1,2,4,4,2,2,0,0,1,3,0,0,1
CHEMBL191605,25.6087281964,-0.137360937332,3,2,3,0,2,1,2,0,3,1,3,2,1,0,0,2,2,2,2,2,0,2,2,4
CHEMBL191619,24.9500724189,-1.52054372732,0,3,3,0,2,1,2,0,3,1,3,2,1,0,0,2,2,2,2,2,0,2,2,4
CHEMBL1916744,-1.7139120552,-8.2757553986,1,3,0,1,1,0,2,1,2,1,1,1,2,3,2,2,0,2,0,2,1,1,0,2
CHEMBL1916745,-1.94578908771,-9.63245567686,1,3,0,1,1,0,2,1,2,1,1,1,2,3,2,2,0,0,0,2,1,1,0,2
CHEMBL1916746,-3.47210329978,-10.5944973099,1,3,0,1,1,3,2,1,2,1,1,1,2,3,2,2,0,2,0,2,1,1,0,2
CHEMBL191895,25.1641166572,-1.14788884823,0,3,3,0,2,1,2,0,3,1,3,2,1,4,0,2,2,2,2,2,0,2,2,4
CHEMBL191921,24.2014026515,-0.765154870663,0,3,3,0,2,1,2,2,3,1,3,2,1,0,0,0,2,2,2,2,0,2,2,4
CHEMBL191971,-19.5534290069,8.57398991757,1,0,1,2,2,1,3,3,4,1,2,4,2,4,4,2,3,0,2,3,4,4,4,4
CHEMBL191980,25.3483827112,-0.65037184423,0,3,3,0,2,1,2,0,3,1,3,2,1,0,0,2,2,2,2,2,0,2,2,4
CHEMBL192020,-26.1450422727,15.4043511443,1,3,3,0,2,1,3,3,3,2,1,1,3,1,2,2,2,0,0,1,4,4,0,3
CHEMBL192092,-26.1511953673,15.4066831017,1,3,3,0,2,1,3,3,3,2,1,1,2,1,2,2,2,0,0,1,4,4,0,3
CHEMBL192099,-12.8535953542,30.4617718827,1,0,1,1,2,2,3,3,3,1,2,2,2,3,4,3,2,2,2,2,3,1,0,1
CHEMBL19215,-18.5817021612,-12.1039115336,2,3,4,3,0,2,4,4,0,2,4,4,0,3,1,2,4,4,4,4,2,3,4,4
CHEMBL192176,25.1369686613,-2.77113699997,3,2,4,2,2,1,2,2,3,1,3,2,0,3,1,2,2,2,2,2,0,2,2,4
CHEMBL192536,25.5112378554,-0.216564366973,3,0,3,0,2,1,2,0,3,1,3,2,1,0,0,2,2,2,2,2,0,2,2,4
CHEMBL193206,-26.157646062,15.3973827041,3,2,3,0,2,1,3,3,3,2,1,1,2,1,2,2,2,0,0,1,4,4,0,3
CHEMBL193268,25.6400434761,-1.18718717608,3,2,3,0,2,1,2,0,3,1,3,2,1,0,0,2,2,2,2,2,0,2,2,4
CHEMBL193620,-12.5512395385,31.3551205049,1,0,1,1,2,2,3,3,3,1,2,2,2,3,4,3,2,2,2,2,3,1,0,1
CHEMBL1940402,10.4437532735,-11.8426184841,3,3,4,3,3,1,0,2,4,2,4,2,4,2,4,1,3,3,4,2,4,3,3,0
CHEMBL1940403,10.0008987578,-10.9015830567,3,3,4,3,3,2,0,2,4,2,4,2,4,2,4,1,0,3,4,2,4,3,1,0
CHEMBL1940404,9.93563447064,-13.4855746598,3,3,4,3,3,2,0,2,4,2,4,2,4,2,4,1,3,3,4,2,4,3,1,0
CHEMBL1940405,9.65390662809,-10.4335289035,3,4,4,3,3,1,0,2,4,2,4,2,4,4,4,1,0,3,4,2,4,3,1,0
CHEMBL1940406,9.30323907465,-11.3229647097,0,4,4,3,3,2,0,2,4,2,4,2,1,2,4,1,3,3,4,2,4,3,1,0
CHEMBL1940407,9.64965845467,-10.3166694336,3,4,4,3,3,1,0,2,4,2,4,2,4,2,4,1,3,3,4,2,4,3,4,0
CHEMBL1940408,9.66810329956,4.29204838941,2,4,4,3,2,1,3,2,2,0,4,2,4,4,4,1,0,3,4,2,3,1,3,0
CHEMBL1940409,7.22972667916,2.45085724321,2,4,4,3,2,3,3,2,2,0,4,2,4,4,4,1,0,3,4,2,3,1,3,0
CHEMBL1940410,6.56971098681,3.22777325898,2,4,4,3,2,3,3,2,2,0,4,2,4,2,4,1,0,3,4,2,3,1,3,0
CHEMBL1940411,5.70448294546,3.33756858039,0,0,3,3,2,0,3,2,2,2,4,2,4,2,4,1,0,3,4,2,3,1,3,0
CHEMBL1940412,4.42007799693,5.05880972623,0,0,3,3,2,1,3,2,2,1,4,2,4,2,4,1,0,0,4,2,3,1,3,0
CHEMBL1940413,4.55638463092,5.35662744592,0,0,3,3,2,0,3,2,2,0,4,2,4,2,4,1,0,0,4,2,3,1,3,0
CHEMBL1940414,4.35359248392,5.00655264647,0,0,3,3,2,1,3,2,2,1,4,2,1,2,4,1,0,0,4,2,3,1,3,0
CHEMBL1940415,5.17032087922,2.17110332203,2,0,4,3,2,1,3,2,3,0,4,2,4,4,4,1,0,3,4,2,3,1,3,0
CHEMBL1940416,6.20255909696,2.58514608798,2,0,4,3,2,1,3,2,3,0,4,2,4,4,4,1,0,0,4,2,3,1,3,0
CHEMBL1940417,5.52362226589,2.32656406206,0,0,3,3,2,1,3,2,3,0,4,2,4,2,4,1,0,3,4,2,3,1,3,0
CHEMBL1940418,5.66938200937,2.45072207004,2,0,4,3,2,1,3,2,3,0,4,2,4,4,4,1,0,3,4,2,3,1,3,0
CHEMBL1940419,4.24076412949,0.973465948552,2,0,4,3,2,1,3,2,3,0,4,2,4,4,4,1,0,3,4,2,3,1,3,0
CHEMBL1940420,5.00227088819,2.59559424464,0,0,3,3,2,1,3,2,3,0,4,2,4,2,4,1,0,0,4,2,3,1,3,0
CHEMBL194206,-22.0916291772,6.1850688447,1,0,0,1,2,1,3,3,2,1,2,1,2,3,2,2,0,0,2,3,4,1,4,4
CHEMBL1945475,13.0727358988,-5.17084137784,3,2,1,1,2,2,3,3,3,4,2,2,0,3,1,2,2,2,0,2,3,1,1,1
CHEMBL1945678,12.9617246224,-4.9741837662,3,0,1,1,2,2,3,3,3,4,2,2,0,4,1,2,2,2,0,2,3,1,1,1
CHEMBL1945679,12.9873761353,-5.24455704225,3,2,1,1,2,2,3,3,3,4,2,2,0,3,1,2,2,2,0,2,3,1,1,1
CHEMBL1945680,12.9599248936,-5.20498540992,3,0,1,1,2,2,3,3,3,4,2,2,0,4,1,2,2,2,0,2,3,1,1,1
CHEMBL1945681,13.0007770619,-5.18464785866,3,2,1,1,2,2,3,3,3,4,2,2,0,3,1,2,2,2,0,2,3,1,1,1
CHEMBL1945682,12.977027219,-5.11405547495,3,2,1,1,2,2,3,3,3,4,2,2,0,3,1,2,2,2,0,2,3,1,1,1
CHEMBL1945683,14.083348765,-5.82809343637,3,0,1,1,2,3,3,3,3,4,2,2,0,4,1,2,2,2,0,2,3,1,1,1
CHEMBL1945684,13.7403634197,-5.49044669785,1,3,1,1,2,2,3,3,3,4,2,2,0,3,1,2,2,2,0,2,3,1,1,1
CHEMBL1945685,13.2456161465,-5.76715058886,1,3,1,1,2,2,3,3,3,4,2,2,0,3,1,2,2,2,0,2,3,1,1,1
CHEMBL1945686,13.5327955782,-4.74291822116,1,3,1,1,2,2,3,3,3,4,2,2,0,3,1,2,2,2,0,2,3,1,1,1
CHEMBL1946122,9.89481099335,-11.986832754,3,3,4,3,3,2,0,0,4,2,4,2,1,2,4,1,3,4,4,2,4,3,4,3
CHEMBL1946123,10.062908662,-12.8786550126,3,3,4,3,3,2,0,0,4,2,4,2,4,2,4,1,3,4,4,2,4,3,4,3
CHEMBL1946124,7.68592335003,2.91862092574,2,0,4,3,3,1,0,0,2,4,4,2,2,3,4,3,0,3,4,2,3,4,4,3
CHEMBL1946125,6.65436425156,3.49195654539,2,4,4,3,2,1,3,2,2,0,4,2,4,4,4,1,0,3,4,2,3,1,3,0
CHEMBL1946126,5.10889497342,2.92378121756,0,0,3,3,2,1,3,2,2,0,4,2,4,2,4,1,0,3,4,2,3,1,3,0
CHEMBL1946253,2.6611211071,2.47453266862,2,4,4,3,2,1,3,2,2,0,4,2,4,4,4,1,0,3,4,2,3,1,3,0
CHEMBL1946254,5.23945995941,11.1475519557,2,0,4,3,2,1,3,2,3,0,4,3,3,4,3,4,2,4,4,2,3,1,3,2
CHEMBL1946255,5.52824107985,11.9610243835,2,0,4,3,2,1,3,2,3,0,4,3,3,4,3,4,2,4,4,2,3,1,3,2
CHEMBL1946257,5.32673335129,9.78972701522,2,0,4,3,2,1,3,2,3,0,4,3,0,4,1,3,2,4,4,2,3,1,4,2
CHEMBL194647,-13.295400453,20.4882296341,1,0,1,2,2,1,3,3,4,2,4,4,3,4,1,2,3,3,4,3,4,1,4,3
CHEMBL1946745,3.57698635612,11.0598023275,3,3,4,3,3,2,0,0,3,2,4,3,4,2,0,4,3,4,4,4,4,3,4,3
CHEMBL194701,-13.5834444878,20.5079577891,1,0,1,2,2,1,3,3,4,2,4,4,0,4,1,2,3,3,4,3,4,1,4,3
CHEMBL194727,-14.8456122441,0.65801756079,0,3,0,1,1,0,2,1,2,0,1,0,2,3,2,2,0,0,0,1,1,0,0,1
CHEMBL194755,-5.30838482372,-3.73717143091,4,0,4,4,3,3,4,4,2,0,1,2,3,3,2,2,0,0,0,2,1,0,0,2
CHEMBL194809,-13.7988047591,19.6580150323,1,0,1,2,2,1,3,3,4,2,4,4,0,3,1,2,3,3,4,3,4,1,4,3
CHEMBL195114,-17.618142596,10.4403745447,1,0,0,1,2,1,3,3,4,2,2,1,0,3,1,2,3,3,2,3,4,4,4,3
CHEMBL195247,-11.8111123628,-6.95620850765,4,2,4,4,3,3,4,4,2,0,1,2,4,1,2,2,0,2,0,2,1,0,0,2
CHEMBL195425,-26.1574894524,15.3972198145,3,2,3,0,2,1,3,3,3,2,1,1,2,1,2,2,2,0,0,1,4,4,0,3
CHEMBL195432,-22.1790148982,7.57034685698,1,0,0,1,2,1,3,3,4,1,2,1,0,3,2,2,3,3,2,3,4,4,4,0
CHEMBL195497,-17.6147099142,10.4436093255,1,0,0,1,2,1,3,3,4,2,2,1,0,3,1,2,3,3,2,3,4,4,4,3
CHEMBL1956192,-13.2066588579,-19.9975132833,4,0,4,4,4,4,1,4,4,4,0,3,4,1,4,4,4,4,4,0,4,2,1,0
CHEMBL1956195,-13.5118290292,-20.1569885313,4,0,4,4,4,4,1,4,4,4,0,3,4,1,4,4,4,4,4,3,4,2,1,0
CHEMBL1956197,-13.2031167596,-19.9922796277,4,3,4,4,4,4,1,4,4,4,0,3,4,1,4,4,4,4,4,3,4,2,1,0
CHEMBL1956900,-13.6786314389,-20.0225337871,4,0,4,4,4,4,1,4,4,4,0,3,4,1,4,4,4,4,4,4,4,4,4,4
CHEMBL195897,-17.6145143395,10.4480257166,1,0,0,1,2,1,3,3,4,2,2,1,0,3,1,2,3,3,2,3,4,4,4,3
CHEMBL195927,-21.2326099369,6.5646515964,1,0,0,1,0,2,0,3,2,0,2,1,0,3,2,2,0,0,2,3,4,1,4,4
CHEMBL196140,-13.3928535795,20.6831502034,1,0,1,2,2,1,3,3,4,2,4,4,0,4,4,2,3,3,4,3,4,1,4,3
CHEMBL196169,-22.256386491,6.73518739562,1,0,0,1,2,1,3,3,2,1,2,1,2,3,2,2,0,0,2,3,4,1,4,4
CHEMBL196370,-20.2390480495,6.50964717631,1,0,0,1,2,1,3,3,2,0,2,1,0,3,2,2,0,0,2,3,4,1,4,4
CHEMBL196514,13.8795091919,22.5230617149,2,3,2,2,2,0,3,2,0,3,3,4,2,1,2,3,2,3,3,4,3,4,3,3
CHEMBL196598,-21.6740323245,5.93666157159,1,0,0,1,2,1,3,3,2,1,2,1,2,3,2,2,0,0,2,3,4,1,4,4
CHEMBL196744,-15.0602977844,-4.03556954932,1,0,0,1,1,0,2,1,2,0,1,0,2,1,2,2,0,2,0,1,1,0,0,1
CHEMBL196817,-2.17062454172,-33.2111755061,4,2,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,1,3,0,2,2,3
CHEMBL196862,34.624559337,-0.606714847661,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL196907,33.4989181933,-1.25150102316,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL196914,35.5292337785,-1.29539412959,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL196958,35.7806664396,-0.212041625322,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL196961,35.4799641526,-1.16471468939,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL196962,35.9639667018,-1.32706582316,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL197007,35.0129521531,0.117593212506,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL197011,36.0822092546,-1.34871215639,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL197064,36.2398028592,-0.937541832087,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL197078,34.7692025999,-0.55451897424,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL197162,-14.9731977662,-3.66216713053,1,0,0,1,1,0,2,1,2,0,1,0,0,1,2,2,0,2,0,1,1,0,0,1
CHEMBL197169,-13.4454845275,20.4933397786,1,0,1,2,2,1,3,3,4,2,4,4,0,3,1,2,3,3,4,3,4,1,4,3
CHEMBL197195,-14.9404756803,-4.14002775441,1,0,0,1,1,0,2,1,2,0,1,0,0,1,2,2,0,2,0,1,1,0,0,1
CHEMBL197214,-15.2748460948,-2.362761041,0,3,0,1,1,0,2,1,2,0,1,0,2,3,2,2,0,0,0,1,1,0,0,1
CHEMBL197240,34.0026824185,-1.33439483608,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL197338,35.9732891124,-1.51110489349,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL197344,34.3354939949,-0.617136137374,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL197408,-21.3164089648,6.65751916008,1,0,0,1,2,1,3,3,2,1,2,1,0,3,1,2,0,0,2,3,4,1,4,4
CHEMBL197442,-4.34654813854,-33.5072171685,4,2,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,1,3,0,2,2,3
CHEMBL197445,35.9186446411,-1.81003469479,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL197656,-22.562922793,11.391948015,1,0,0,1,1,0,2,1,3,1,2,1,3,0,3,0,2,4,0,1,3,1,3,1
CHEMBL197796,-21.5621360064,5.9700750249,1,0,0,1,2,1,3,3,2,1,2,1,2,3,2,2,0,0,2,3,4,1,4,4
CHEMBL197947,-12.751125962,21.8026511945,1,3,1,2,2,1,3,0,4,2,4,4,3,3,3,3,3,3,4,3,4,1,4,3
CHEMBL197968,-22.0716276089,11.2637783181,1,0,0,1,1,0,2,1,3,1,2,1,3,0,3,0,2,4,0,1,3,1,3,1
CHEMBL198045,-11.2076604519,-14.9116149167,3,1,3,3,0,3,0,0,1,2,0,3,1,3,0,1,4,4,1,0,2,4,4,4
CHEMBL198072,22.9525196151,-9.09513398169,2,3,4,3,3,2,1,4,0,3,3,4,2,0,2,3,1,4,3,3,0,2,1,3
CHEMBL198431,-1.18532650838,-32.5659539552,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,1,3,0,2,2,3
CHEMBL198462,36.0912357244,-1.31780713688,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL198463,33.8838907819,-1.35739997956,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL198488,-12.7216763683,21.4073387612,1,3,1,2,2,1,3,3,4,2,4,4,3,3,3,3,3,3,4,3,4,1,4,3
CHEMBL198696,34.8726867558,-0.928537732766,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL198792,35.4966113143,-0.381336195956,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL198836,35.0806028004,-2.59038994677,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL198860,-0.839826628571,-33.4316182648,4,1,4,4,4,4,1,4,1,3,0,3,4,4,4,4,4,1,1,3,0,2,2,3
CHEMBL198975,-13.1270746869,20.7970956388,1,3,1,2,2,1,3,3,4,2,4,4,0,3,3,3,3,3,4,3,4,1,4,3
CHEMBL198993,-15.2186762889,-1.53813823909,0,3,0,1,1,0,2,1,2,0,1,0,2,3,2,2,0,0,0,1,1,0,0,1
CHEMBL198999,35.6980619263,-0.1752639236,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL199049,34.4589945894,-1.83016849461,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL199080,-3.37128469514,-33.1966227198,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,1,3,0,2,2,3
CHEMBL199088,-13.5446654392,20.6124496793,1,0,1,2,2,1,3,3,4,2,4,4,0,4,4,2,3,3,4,3,4,1,4,3
CHEMBL199144,-12.5164135389,21.8807949113,1,3,1,2,2,1,3,3,4,2,4,4,3,3,3,3,3,3,4,3,4,1,4,3
CHEMBL199175,-13.5571684707,20.5234580327,1,0,1,2,2,1,3,3,4,2,4,4,0,4,4,2,3,3,4,3,4,1,4,3
CHEMBL199269,34.1835171972,-1.49348454788,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL199443,34.203350989,-1.17199815249,1,0,1,2,1,1,3,3,3,1,2,2,3,4,3,0,2,4,4,3,3,1,3,2
CHEMBL199875,-22.2359907216,11.1798391419,1,0,0,1,1,0,2,1,3,1,2,1,3,0,3,0,2,4,0,1,3,1,3,1
CHEMBL199876,-22.7904536691,11.1469214976,1,0,0,1,1,0,2,1,3,1,2,1,3,4,3,0,2,4,0,1,3,1,3,1
CHEMBL2,9.74023961383,-6.50751402756,1,3,3,2,3,3,4,4,4,4,4,4,0,3,1,3,3,3,4,4,4,2,4,4
CHEMBL200136,-4.38113407212,-34.5041802161,4,2,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,1,3,0,2,2,3
CHEMBL200315,35.0332490842,-0.538107214271,1,0,1,2,1,1,3,3,3,1,2,2,3,0,3,0,2,4,4,3,3,1,3,2
CHEMBL200366,0.504703288403,-31.4801218196,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,1,3,0,2,2,3
CHEMBL200446,-4.04993585092,-33.1993039874,4,1,4,4,4,4,1,4,1,3,0,3,4,4,4,4,4,1,1,3,0,2,2,3
CHEMBL200580,-2.52619935703,-33.2439057238,4,1,4,4,4,4,1,4,1,3,0,3,4,1,4,4,4,1,1,3,0,2,2,3
