,x,y,"('MACCS', 'bac')","('MACCS', 'bac_gtc')","('MACCS', 'bac_murcko')","('MACCS', 'bac_murcko_generic')","('KR', 'bac')","('KR', 'bac_gtc')","('KR', 'bac_murcko')","('KR', 'bac_murcko_generic')","('MolPrint2D', 'bac')","('MolPrint2D', 'bac_gtc')","('MolPrint2D', 'bac_murcko')","('MolPrint2D', 'bac_murcko_generic')","('EState', 'bac')","('EState', 'bac_gtc')","('EState', 'bac_murcko')","('EState', 'bac_murcko_generic')","('AllSMILESNgram', 'bac')","('AllSMILESNgram', 'bac_gtc')","('AllSMILESNgram', 'bac_murcko')","('AllSMILESNgram', 'bac_murcko_generic')","('ShortestPathCycles', 'bac')","('ShortestPathCycles', 'bac_gtc')","('ShortestPathCycles', 'bac_murcko')","('ShortestPathCycles', 'bac_murcko_generic')"
CHEMBL1258223,7.23440731496,-17.1487612369,2,3,1,1,1,1,0,3,1,1,2,3,0,3,1,2,3,2,1,4,1,4,2,4
CHEMBL1258452,5.38881363864,-16.8383346179,2,0,1,0,1,1,0,0,1,1,2,0,0,3,1,2,3,2,1,0,1,4,2,0
CHEMBL1258671,4.84517585264,-17.012422157,2,3,1,1,1,1,0,3,1,1,2,3,0,2,1,2,3,2,1,4,1,4,2,4
CHEMBL1259172,2.75238904693,2.69764556375,0,3,3,2,1,1,2,1,2,3,3,3,1,0,0,4,2,2,3,4,4,2,4,4
CHEMBL1259173,-7.42943950912,1.76413267921,3,1,0,3,2,2,3,0,2,2,1,0,0,2,1,1,0,0,1,0,2,4,2,1
CHEMBL1259174,-8.52626036528,5.13760150661,3,1,0,3,2,2,3,0,2,2,1,0,0,2,1,1,0,0,1,0,2,4,2,1
CHEMBL1259187,3.71328559909,0.414789242441,0,3,3,2,1,1,2,1,2,3,3,3,2,2,0,4,2,2,3,4,4,2,4,4
CHEMBL1259189,-8.47986879533,4.28687332449,3,1,0,3,2,2,3,0,2,2,1,0,0,2,1,1,0,0,1,0,2,4,2,1
CHEMBL1259190,-7.60208058757,4.36577843525,3,1,0,3,2,2,3,0,2,2,1,0,0,2,1,1,0,0,1,0,2,4,2,1
CHEMBL12624,44.9497646763,-15.3994011925,4,0,4,4,1,1,3,1,1,4,3,3,2,2,2,4,3,3,3,4,1,4,3,4
CHEMBL12713,2.3526988969,1.21800552099,0,3,3,2,1,1,2,1,2,3,3,3,1,0,0,4,2,2,3,4,4,2,4,4
CHEMBL127307,12.0296872617,-23.2522994913,4,4,4,0,3,1,3,2,2,4,0,0,3,2,3,1,0,4,4,4,2,4,1,1
CHEMBL1275630,-4.54449714051,27.3235715428,4,0,4,4,0,4,1,2,0,1,3,4,2,0,2,4,3,3,3,2,1,2,2,4
CHEMBL1276859,20.9306717536,-32.8739855796,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1276860,20.7870517264,-31.0752387464,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1276947,20.9166004203,-31.1294283523,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1276948,20.9118638463,-32.14223535,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1277034,21.8162459885,-33.2607330635,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1277035,20.6870772612,-34.0368546286,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1277104,-4.54255741875,28.6314242828,4,0,4,4,2,4,1,2,0,1,3,4,2,0,2,4,3,3,3,2,1,2,2,4
CHEMBL1277105,-3.35958763951,27.8071514362,4,0,4,4,0,4,1,2,0,1,3,4,2,0,2,4,3,3,3,2,1,2,2,4
CHEMBL1277125,22.4859165985,-36.5420646531,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1277126,22.3135945251,-35.893322252,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1277217,23.1367270755,-34.1281791145,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1277312,23.0374458452,-34.2957694953,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1277400,19.9292392287,-36.7286783291,3,1,3,3,1,3,0,1,2,4,3,1,2,3,2,4,0,0,4,1,2,3,3,1
CHEMBL1277491,32.7975278225,-0.0207007484712,3,1,3,3,1,3,0,1,2,4,3,1,2,3,2,4,0,0,4,1,2,3,3,1
CHEMBL1277565,-4.58929721091,27.5543682803,4,0,4,4,0,4,1,2,0,1,3,4,2,0,2,4,3,3,3,2,1,2,2,4
CHEMBL1277584,22.0281490372,-31.5026412139,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1277585,21.7825353023,-32.9684425679,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1277678,22.4839886528,-32.6261693552,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1277679,22.0360259969,-32.994203397,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1277769,21.5529418066,-31.3776331376,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1277770,22.3249036095,-31.9449155803,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1277837,-2.61056229935,27.6231972831,4,0,4,4,0,4,1,2,0,1,3,4,2,0,2,4,3,3,3,2,1,2,2,4
CHEMBL1277854,20.9510024963,-35.1404985013,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1277855,20.5315189332,-35.9555263894,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1277917,-3.94980049402,28.5285535875,4,0,4,4,2,4,3,2,0,1,3,4,2,0,2,3,3,3,3,2,1,2,2,4
CHEMBL1277935,20.982582426,-36.1771157672,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1278001,-5.01897346591,27.3545586694,4,0,4,4,0,4,1,2,0,1,3,4,2,0,2,4,3,3,3,2,1,2,2,4
CHEMBL1278019,22.4350714429,-32.2436891615,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1278020,19.8067695902,-35.0422957646,3,1,3,3,1,3,0,1,2,3,3,2,0,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1278021,19.5958082409,-34.4585965658,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1278112,20.0988660364,-32.433439828,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1278113,19.7501102221,-31.7791610017,3,1,3,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1278114,18.3680463395,-33.8428765192,4,4,4,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1278115,18.6519435562,-32.8539875961,4,4,4,3,1,3,0,1,2,3,3,2,2,3,2,4,0,0,4,1,2,3,3,2
CHEMBL1278116,20.5798370342,-33.4530077855,4,4,4,3,3,1,0,1,2,3,3,2,3,2,2,4,0,4,4,1,2,3,3,2
CHEMBL1278201,20.7016330717,-32.3245669127,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1278202,21.9254502217,-31.1250251719,3,1,3,3,1,3,0,1,2,3,3,2,2,2,2,4,0,0,4,1,2,3,3,2
CHEMBL1289,-27.1668790535,20.8922632399,4,4,4,0,4,4,1,0,4,4,0,0,4,4,4,1,4,4,0,0,4,4,0,0
CHEMBL1306,23.8001254651,18.3068139545,2,3,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
CHEMBL13086,16.1461970225,-14.8167559418,1,1,0,3,3,3,3,2,3,3,4,1,3,2,4,3,4,3,4,4,4,3,4,1
CHEMBL13147,16.1338634566,-14.6403296568,1,1,0,3,3,3,3,2,3,3,4,1,3,2,4,3,4,3,4,4,4,3,4,1
CHEMBL131495,5.90265463294,-3.66983150248,0,1,3,2,1,2,2,1,3,4,4,4,2,0,2,4,2,2,2,4,4,4,4,4
CHEMBL131736,11.7981215098,-14.8315034355,1,1,3,0,4,4,1,0,3,2,0,0,4,1,4,1,4,3,0,0,4,4,0,0
CHEMBL133455,10.721028404,-15.5950692114,1,1,3,0,4,4,1,0,3,2,0,0,4,1,4,1,4,3,0,0,4,4,0,0
CHEMBL1336,-37.3384563556,-16.9314482561,4,2,4,4,4,4,4,4,1,4,4,4,1,3,2,4,1,4,3,3,0,4,4,4
CHEMBL133868,11.3598561862,-13.927407775,1,1,3,0,4,4,1,0,3,2,0,0,4,1,4,1,4,3,0,0,4,4,0,0
CHEMBL134519,7.97019120156,-21.7058178552,4,4,4,0,4,3,1,0,4,4,0,0,4,1,4,1,4,4,0,0,4,4,0,0
CHEMBL135076,12.8099413504,-15.5218614322,1,1,3,0,4,4,1,0,3,2,0,0,4,1,4,1,4,3,0,0,4,4,0,0
CHEMBL1385840,-25.2893583718,40.8095344216,3,1,3,4,3,2,4,4,3,4,4,3,2,2,0,4,4,4,4,4,2,0,2,3
CHEMBL1403281,-24.1561450367,41.8603398264,3,1,3,4,3,2,4,4,3,4,4,3,2,2,0,4,4,4,4,4,2,0,2,3
CHEMBL14076,-16.6279913551,-40.5382337626,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL140872,29.1375005267,30.2103041582,2,1,2,3,1,1,0,1,2,0,3,3,2,2,2,2,2,1,1,2,1,0,3,4
CHEMBL14111,-15.7750442585,-41.8349479025,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL1411979,31.4003274489,20.535028314,1,1,0,3,3,3,3,2,0,3,4,1,3,2,2,3,4,4,4,1,1,4,4,1
CHEMBL141343,19.7024475677,27.5291241854,3,3,3,4,3,2,4,4,4,4,4,4,3,4,3,3,3,4,4,4,1,4,4,4
CHEMBL141600,27.5063096866,24.5382124105,2,3,1,1,1,1,0,1,0,0,3,1,2,2,1,2,2,1,2,2,1,0,3,2
CHEMBL142316,21.8516664152,34.6356930963,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,2,1,2,2,1,0,3,4
CHEMBL14255,-13.4569835698,-39.4985283506,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL142668,22.3284552547,35.6875821775,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,2,1,2,2,1,0,3,4
CHEMBL14276,-13.5084376087,-40.3280346873,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL143022,25.3075916099,32.9171607177,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,2,1,2,2,1,0,3,3
CHEMBL143027,23.8657113449,38.7627556095,2,3,2,3,1,1,0,1,2,0,3,3,2,3,2,2,2,1,2,2,1,0,3,3
CHEMBL14345,-14.4736982756,-38.6839557752,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14352,-17.0749025856,-36.7388631242,0,1,1,2,4,3,4,4,4,3,4,4,1,2,0,0,1,2,3,3,0,1,3,3
CHEMBL14362,-15.9203002593,-42.1514761645,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14368,-13.8093203758,-40.0525671665,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14374,-28.5440210802,-44.1460935223,0,3,1,2,4,3,4,4,4,3,4,4,1,2,0,0,1,2,3,3,0,1,3,3
CHEMBL143937,28.3699022293,23.4651092951,2,3,1,1,1,1,0,1,0,0,3,1,2,3,2,2,2,1,2,2,1,0,3,2
CHEMBL14401,-13.2999721742,-35.9203609698,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14458,-13.4385417154,-42.0413668072,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14460,-28.4151388665,-42.4707712398,0,3,1,2,4,3,4,4,4,3,4,4,1,2,0,0,1,2,3,3,0,1,3,3
CHEMBL14462,-13.4160601187,-41.9755285289,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14469,-14.0423715478,-42.3355439196,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14548,-15.1221987285,-40.3826936183,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14563,-31.7286540669,-38.1823405471,0,1,1,2,4,3,4,4,4,3,4,4,1,3,0,0,1,2,3,3,0,1,3,3
CHEMBL145939,-6.73773502435,-1.66531138066,4,0,4,4,1,1,3,2,2,0,2,0,2,3,2,4,2,1,2,1,3,0,2,0
CHEMBL14606,-14.6393842963,-41.3899396211,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL146144,-6.37249250076,-15.5692521244,3,1,2,3,1,1,0,1,1,0,0,1,2,4,3,3,2,1,2,1,3,1,2,3
CHEMBL146233,-7.28828220792,-12.8259511034,3,3,2,3,1,1,0,1,2,0,2,1,3,2,3,3,2,1,2,1,3,0,2,3
CHEMBL146485,-12.6856596795,-10.9910713749,4,0,4,4,1,1,3,2,2,0,2,0,2,3,2,4,2,1,2,1,3,0,2,0
CHEMBL14652,-12.7836474844,-37.9623634154,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL146595,-9.98907669201,-13.208212287,4,0,4,4,1,1,3,1,2,0,2,3,2,4,2,4,2,1,2,1,3,0,2,3
CHEMBL146620,-15.3992367,-11.8421032192,4,0,4,4,1,1,3,1,2,0,2,3,2,3,1,2,2,1,2,1,3,4,1,3
CHEMBL146942,16.7277612378,-24.8987050325,4,4,4,0,0,4,3,0,4,3,0,0,4,4,3,1,4,4,0,0,3,4,0,0
CHEMBL146998,-11.5505006572,-13.5448996373,4,0,4,4,1,1,3,2,2,0,2,0,2,3,2,4,2,1,2,1,3,0,2,0
CHEMBL147048,-11.5342313563,-13.4166820186,4,0,4,4,1,1,3,2,2,0,2,0,2,3,2,4,2,1,2,1,3,0,2,0
CHEMBL147164,-8.22993252606,-11.6364467183,3,1,2,3,1,1,0,1,2,0,2,1,3,4,3,3,2,1,2,1,3,0,2,3
CHEMBL14726,-17.4914723897,-37.7242578533,0,3,1,2,4,3,4,4,4,3,4,4,1,2,0,0,1,2,3,3,0,1,3,3
CHEMBL147431,-8.73688159075,-14.6466698915,3,1,2,3,1,1,0,1,2,0,2,1,3,4,3,3,2,1,2,1,3,0,2,3
CHEMBL147434,12.3287040349,-7.88782643904,3,2,4,4,4,3,1,2,3,2,0,1,4,1,4,3,4,3,0,1,4,4,0,1
CHEMBL1475,40.0653222762,-12.2347487948,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
CHEMBL147656,13.4231280033,-10.117427237,3,2,4,4,4,3,1,2,3,2,0,1,4,1,4,3,4,3,0,1,4,4,0,1
CHEMBL148058,-15.084698222,-11.2202963386,4,0,4,4,1,1,3,2,2,0,2,0,2,3,2,4,2,1,2,1,3,0,2,0
CHEMBL148091,15.0499124112,-8.06849489218,3,2,4,4,4,3,1,2,3,2,0,1,4,1,4,3,4,3,0,1,4,4,0,1
CHEMBL148280,-13.3026195829,-13.9533200747,4,0,4,4,1,1,3,2,2,0,2,0,2,3,2,4,2,1,2,1,3,0,2,0
CHEMBL148348,-8.83600424888,-11.7681687905,3,1,2,3,1,1,0,1,2,0,2,1,3,4,3,3,2,1,2,1,3,0,2,3
CHEMBL14841,-13.4964883816,-33.5907121399,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL148463,14.9251849845,-10.0197078901,3,4,0,0,4,3,1,0,3,2,0,0,4,1,4,1,4,4,0,0,4,4,0,0
CHEMBL14863,-13.9957037229,-37.9587382359,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL14864,-15.1427961408,-39.129373919,0,1,1,2,4,3,4,4,4,3,4,4,1,0,0,0,1,2,3,3,0,1,3,3
CHEMBL149024,9.70171439563,-18.7313045255,4,4,4,0,4,4,1,0,4,4,4,1,4,1,4,3,4,3,4,1,4,4,4,1
CHEMBL149423,-6.99871222434,-12.0605527433,3,1,2,3,1,1,0,1,2,0,2,1,3,4,3,3,2,1,2,1,3,0,2,3
CHEMBL149429,-13.0800559943,-12.7421932323,4,0,4,4,1,1,3,2,2,0,2,0,2,3,2,4,2,1,2,1,3,0,2,0
CHEMBL149510,-7.41660611056,-14.2594127823,3,1,2,3,1,1,0,1,2,0,2,3,2,4,3,3,2,1,2,2,3,1,4,4
CHEMBL149564,16.3669600399,-8.15055731937,3,4,0,0,4,3,1,0,3,2,0,0,4,1,4,1,4,4,0,0,4,4,0,0
CHEMBL150161,30.4777805392,32.1610022984,3,3,3,3,1,1,0,1,2,0,3,3,2,2,2,4,2,1,1,2,1,4,3,4
CHEMBL150210,-8.75869455459,-13.1014084932,3,1,2,3,1,1,0,1,2,0,0,1,3,4,3,3,2,1,2,1,3,0,2,3
CHEMBL150220,-12.0194123027,-12.4744364345,4,0,4,4,1,1,3,2,2,0,2,0,2,3,2,4,2,1,2,1,3,0,2,0
CHEMBL153062,15.9558962586,-28.9679094465,4,4,4,0,4,4,1,0,4,4,0,0,4,1,4,1,4,4,0,0,4,4,0,0
CHEMBL153956,26.1676106043,36.0445574107,3,3,2,3,1,1,0,1,2,0,3,3,0,2,1,2,2,1,2,2,1,0,3,3
CHEMBL154244,28.6537001183,22.431950555,2,3,1,1,1,2,0,1,0,0,3,1,0,2,2,2,2,1,2,2,1,0,3,2
CHEMBL154274,-4.55463244283,9.91182128663,4,0,4,4,0,0,1,2,0,1,3,4,2,2,2,4,3,3,3,4,1,4,2,4
CHEMBL1548,39.3964966261,-26.192451433,4,2,4,0,0,4,1,0,4,4,0,0,4,4,2,1,0,4,0,0,4,3,0,0
CHEMBL155006,26.8307674862,23.6659068166,2,3,1,1,1,1,0,1,0,1,3,1,2,3,1,2,2,1,2,2,1,0,3,3
CHEMBL155124,30.6228550865,21.954010861,2,3,1,1,1,1,0,1,0,0,3,1,2,2,2,2,2,1,2,2,1,0,3,2
CHEMBL155257,24.3470727081,41.9112279416,2,3,2,3,1,1,0,1,2,0,3,3,2,0,2,2,2,1,2,2,1,0,3,3
CHEMBL155388,27.7385509803,33.8684567659,3,3,2,3,1,1,0,1,2,0,3,3,0,2,1,2,2,1,2,2,1,0,3,3
CHEMBL155426,24.5315380063,20.4922903465,2,3,1,1,1,2,0,1,0,1,3,1,0,2,1,2,2,1,2,2,1,0,3,2
CHEMBL155486,25.0803135285,40.9516302721,2,3,2,3,1,1,0,1,2,0,3,3,2,3,2,2,2,1,2,2,1,0,3,3
CHEMBL157046,25.7430398764,20.5619187766,2,3,1,1,1,2,0,1,0,1,3,1,0,2,1,2,2,1,2,2,1,0,3,2
CHEMBL157138,-23.1568453067,40.3970065537,3,1,3,3,3,4,4,0,3,4,4,1,2,0,0,0,4,4,0,1,2,4,2,1
CHEMBL157910,-4.64496324172,10.0892998374,4,0,4,4,0,0,1,2,0,1,3,4,2,2,2,4,3,3,3,4,1,4,2,4
CHEMBL158627,8.33032025172,-7.21428931681,4,0,4,4,3,2,4,4,3,4,4,4,0,2,1,4,4,4,4,4,4,4,4,4
CHEMBL15928,-0.632623163366,-25.9584732603,2,3,1,4,2,2,3,3,0,3,4,4,1,0,0,0,2,2,3,3,1,1,3,4
CHEMBL159466,29.9171153148,23.2710500328,2,3,1,1,1,1,0,1,0,0,4,1,2,0,2,2,2,1,2,2,1,0,3,2
CHEMBL159771,29.3732782028,22.322335407,2,3,1,1,1,1,0,1,0,0,4,1,2,2,2,2,2,1,2,2,1,0,3,2
CHEMBL15988,18.3061779122,-15.5584241654,1,1,0,0,0,3,1,0,3,2,4,0,4,1,3,1,4,3,4,0,4,4,4,0
CHEMBL159917,29.071858966,24.6998758615,2,3,1,1,1,1,0,1,2,0,3,1,2,3,2,2,2,1,2,2,1,0,3,3
CHEMBL159929,22.4916094102,34.2701596326,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,2,1,2,2,1,0,3,3
CHEMBL159969,29.5858111791,34.6499998584,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,2,1,2,2,1,0,3,3
CHEMBL160019,25.719575931,23.3203052683,2,3,1,1,1,1,0,1,2,1,3,1,0,2,1,2,2,1,2,2,1,0,3,3
CHEMBL160907,26.9603384256,34.5674668708,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,2,1,2,2,1,0,3,3
CHEMBL161423,24.0294209606,22.7328227617,2,3,1,1,1,1,0,1,0,1,3,1,0,2,1,2,2,2,2,2,1,0,3,3
CHEMBL162102,41.3410532265,29.9774682846,4,3,2,3,1,1,0,1,2,0,3,3,0,2,1,2,3,1,2,2,1,3,3,4
CHEMBL1626,19.4367493779,8.57414118533,3,1,4,4,1,1,0,4,0,4,4,3,3,2,3,3,4,4,4,4,2,4,4,4
CHEMBL162768,40.8191342698,29.0778963233,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,3,1,2,2,1,3,3,4
CHEMBL1628227,8.73315658255,-33.7868163914,4,1,4,0,3,3,3,0,2,2,4,1,3,2,2,1,0,4,4,2,4,3,4,1
CHEMBL1628523,-14.4572104397,-0.344184924542,1,3,0,4,4,4,4,4,3,4,4,4,3,1,4,3,3,4,4,4,4,4,4,4
CHEMBL1628670,3.99458976099,-23.5062805043,1,1,0,0,0,0,1,2,2,4,4,2,3,1,3,3,3,4,4,4,1,3,4,1
CHEMBL162901,26.2335383394,37.4293911155,2,3,2,3,1,1,0,1,2,4,3,3,0,3,1,2,2,1,2,2,1,0,3,3
CHEMBL1629810,1.7081208972,-42.6657642492,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
CHEMBL163012,26.4508233474,39.71435991,2,3,2,3,1,1,0,1,2,0,3,3,2,0,2,2,2,1,2,2,1,0,3,3
CHEMBL1630578,18.8610830343,24.2874376478,3,3,3,4,3,2,0,4,4,4,4,4,0,2,2,4,3,4,4,4,1,4,4,4
CHEMBL1631532,-8.56191190427,-19.934328337,0,3,3,2,2,2,2,3,0,1,3,2,1,0,0,0,2,1,1,2,1,0,4,4
CHEMBL1631535,-8.28614149913,-20.8526569879,4,0,3,2,2,2,2,3,0,1,3,2,2,0,0,0,2,1,1,2,1,0,4,4
CHEMBL1631540,-8.5493547461,-19.4580859572,0,3,3,2,2,2,2,3,0,1,3,2,1,0,0,0,2,1,1,2,1,0,4,4
CHEMBL1631542,-8.36312859311,-20.0435624661,2,3,1,2,2,2,2,3,0,1,3,2,1,0,0,0,2,1,1,2,1,0,4,4
CHEMBL1631545,-8.73751683273,-20.7687193988,1,1,2,3,2,2,2,3,0,1,3,2,3,0,4,3,2,1,1,2,1,0,4,4
CHEMBL163180,29.57118158,24.6513659799,2,3,1,1,1,1,0,1,0,0,4,1,2,0,2,2,2,1,2,2,1,0,3,3
CHEMBL1632158,33.6330866039,5.45181197831,3,1,3,3,1,3,0,1,1,4,1,3,1,0,1,0,3,0,1,4,1,4,4,4
CHEMBL1632174,36.639776825,5.31733081872,3,1,3,3,1,1,0,1,1,4,1,3,1,0,1,0,3,0,1,4,1,4,4,4
CHEMBL1632206,-8.34232054388,-20.3955968802,0,3,3,2,2,2,2,3,0,1,3,2,1,0,0,0,2,1,1,2,1,0,4,4
CHEMBL1632210,-8.68026341263,-20.6094789326,0,3,3,2,2,2,2,3,0,1,3,2,1,0,0,0,2,1,1,2,1,0,4,4
CHEMBL1632217,-7.56811262414,-20.2494682608,0,3,3,2,2,2,2,3,0,1,3,2,1,0,0,0,2,1,1,2,1,0,4,4
CHEMBL1632220,-8.7135378953,-21.4219150291,0,3,3,2,2,2,2,3,0,1,3,2,1,0,0,0,2,1,1,2,1,0,4,4
CHEMBL1632223,-8.00250842937,-19.6257680557,0,3,3,2,2,2,2,3,0,1,3,2,1,0,0,0,2,1,1,2,1,0,4,4
CHEMBL163261,40.153011279,34.5948259432,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL163605,28.9931439333,39.4816920666,2,3,2,3,1,1,0,1,2,4,3,3,0,3,1,2,2,1,2,2,1,0,3,4
CHEMBL163742,41.5088729593,31.1364100922,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL163895,39.9498578718,29.1395980326,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,3,1,2,2,1,3,3,4
CHEMBL163904,39.6023305864,33.1741869155,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL164185,43.6938805227,29.9263304464,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL164338,40.3140325379,29.4563009251,2,1,2,3,1,1,0,1,2,0,3,3,0,2,1,2,3,1,2,2,1,3,3,4
CHEMBL164471,22.3982252064,38.8404029183,2,3,2,3,1,1,0,1,2,0,3,3,2,3,2,2,2,1,2,2,1,0,3,3
CHEMBL164744,40.7793248924,29.1634803123,2,1,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL164909,43.6878437661,30.5070872739,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL165126,42.6488019567,31.589720173,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL165723,43.1899792188,30.623711121,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL165780,37.8463868177,38.6352388791,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL165897,39.2745985669,33.5709778774,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL166310,42.2574182311,31.5748719834,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL166366,37.955124878,37.9762225724,2,3,2,3,1,1,0,1,2,0,3,3,0,3,1,2,3,1,2,2,1,3,3,4
CHEMBL1672288,14.1959216152,33.361336808,4,4,4,3,4,4,4,2,4,4,4,1,4,4,4,3,4,4,4,1,4,4,2,1
CHEMBL168051,44.0163738926,31.4575342871,2,3,2,3,1,1,0,1,2,0,3,3,0,2,1,2,3,1,2,2,1,3,3,4
CHEMBL170319,10.9832231085,-2.22056877862,3,1,0,0,4,0,1,0,3,4,0,0,4,1,4,1,3,4,0,0,4,2,0,0
